Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2022,December,Alpine,A Crimes against the person,A20 Assault and related offences,60
2022,December,Alpine,A Crimes against the person,A30 Sexual offences,19
2022,December,Alpine,B Property and deception offences,B20 Property damage,24
2022,December,Alpine,B Property and deception offences,B30 Burglary/Break and enter,16
2022,December,Alpine,B Property and deception offences,B40 Theft,75
2022,December,Alpine,B Property and deception offences,B50 Deception,5
2022,December,Ararat,A Crimes against the person,A20 Assault and related offences,130
2022,December,Ararat,A Crimes against the person,A30 Sexual offences,17
2022,December,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",15
2022,December,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,15
2022,December,Ararat,B Property and deception offences,B10 Arson,4
2022,December,Ararat,B Property and deception offences,B20 Property damage,77
2022,December,Ararat,B Property and deception offences,B30 Burglary/Break and enter,45
2022,December,Ararat,B Property and deception offences,B40 Theft,116
2022,December,Ararat,B Property and deception offences,B50 Deception,15
2022,December,Ballarat,A Crimes against the person,A20 Assault and related offences,760
2022,December,Ballarat,A Crimes against the person,A30 Sexual offences,155
2022,December,Ballarat,A Crimes against the person,A40 Abduction and related offences,5
2022,December,Ballarat,A Crimes against the person,A50 Robbery,29
2022,December,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",94
2022,December,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,82
2022,December,Ballarat,B Property and deception offences,B10 Arson,72
2022,December,Ballarat,B Property and deception offences,B20 Property damage,546
2022,December,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,504
2022,December,Ballarat,B Property and deception offences,B40 Theft,"2,090"
2022,December,Ballarat,B Property and deception offences,B50 Deception,105
2022,December,Banyule,A Crimes against the person,A20 Assault and related offences,575
2022,December,Banyule,A Crimes against the person,A30 Sexual offences,73
2022,December,Banyule,A Crimes against the person,A40 Abduction and related offences,16
2022,December,Banyule,A Crimes against the person,A50 Robbery,26
2022,December,Banyule,A Crimes against the person,A60 Blackmail and extortion,6
2022,December,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",131
2022,December,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,27
2022,December,Banyule,B Property and deception offences,B10 Arson,8
2022,December,Banyule,B Property and deception offences,B20 Property damage,323
2022,December,Banyule,B Property and deception offences,B30 Burglary/Break and enter,366
2022,December,Banyule,B Property and deception offences,B40 Theft,"1,058"
2022,December,Banyule,B Property and deception offences,B50 Deception,194
2022,December,Bass Coast,A Crimes against the person,A20 Assault and related offences,375
2022,December,Bass Coast,A Crimes against the person,A30 Sexual offences,126
2022,December,Bass Coast,A Crimes against the person,A50 Robbery,6
2022,December,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",99
2022,December,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,28
2022,December,Bass Coast,B Property and deception offences,B20 Property damage,179
2022,December,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,160
2022,December,Bass Coast,B Property and deception offences,B40 Theft,271
2022,December,Bass Coast,B Property and deception offences,B50 Deception,32
2022,December,Baw Baw,A Crimes against the person,A20 Assault and related offences,442
2022,December,Baw Baw,A Crimes against the person,A30 Sexual offences,138
2022,December,Baw Baw,A Crimes against the person,A50 Robbery,21
2022,December,Baw Baw,A Crimes against the person,A60 Blackmail and extortion,4
2022,December,Baw Baw,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",84
2022,December,Baw Baw,A Crimes against the person,A80 Dangerous and negligent acts endangering people,43
2022,December,Baw Baw,B Property and deception offences,B10 Arson,7
2022,December,Baw Baw,B Property and deception offences,B20 Property damage,194
2022,December,Baw Baw,B Property and deception offences,B30 Burglary/Break and enter,144
2022,December,Baw Baw,B Property and deception offences,B40 Theft,412
2022,December,Baw Baw,B Property and deception offences,B50 Deception,60
2022,December,Bayside,A Crimes against the person,A20 Assault and related offences,377
2022,December,Bayside,A Crimes against the person,A30 Sexual offences,91
2022,December,Bayside,A Crimes against the person,A40 Abduction and related offences,4
2022,December,Bayside,A Crimes against the person,A50 Robbery,17
2022,December,Bayside,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",61
2022,December,Bayside,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22
2022,December,Bayside,B Property and deception offences,B10 Arson,7
2022,December,Bayside,B Property and deception offences,B20 Property damage,266
2022,December,Bayside,B Property and deception offences,B30 Burglary/Break and enter,427
2022,December,Bayside,B Property and deception offences,B40 Theft,"1,237"
2022,December,Bayside,B Property and deception offences,B50 Deception,171
2022,December,Benalla,A Crimes against the person,A20 Assault and related offences,134
2022,December,Benalla,A Crimes against the person,A30 Sexual offences,31
2022,December,Benalla,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",20
2022,December,Benalla,A Crimes against the person,A80 Dangerous and negligent acts endangering people,21
2022,December,Benalla,B Property and deception offences,B20 Property damage,56
2022,December,Benalla,B Property and deception offences,B30 Burglary/Break and enter,54
2022,December,Benalla,B Property and deception offences,B40 Theft,120
2022,December,Benalla,B Property and deception offences,B50 Deception,19
2022,December,Boroondara,A Crimes against the person,A20 Assault and related offences,513
2022,December,Boroondara,A Crimes against the person,A30 Sexual offences,149
2022,December,Boroondara,A Crimes against the person,A40 Abduction and related offences,6
2022,December,Boroondara,A Crimes against the person,A50 Robbery,19
2022,December,Boroondara,A Crimes against the person,A60 Blackmail and extortion,16
2022,December,Boroondara,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",83
2022,December,Boroondara,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2022,December,Boroondara,B Property and deception offences,B10 Arson,12
2022,December,Boroondara,B Property and deception offences,B20 Property damage,293
2022,December,Boroondara,B Property and deception offences,B30 Burglary/Break and enter,717
2022,December,Boroondara,B Property and deception offences,B40 Theft,"1,828"
2022,December,Boroondara,B Property and deception offences,B50 Deception,193
2022,December,Brimbank,A Crimes against the person,A10 Homicide and related offences,12
2022,December,Brimbank,A Crimes against the person,A20 Assault and related offences,"1,395"
2022,December,Brimbank,A Crimes against the person,A30 Sexual offences,222
2022,December,Brimbank,A Crimes against the person,A40 Abduction and related offences,19
2022,December,Brimbank,A Crimes against the person,A50 Robbery,122
2022,December,Brimbank,A Crimes against the person,A60 Blackmail and extortion,13
2022,December,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",263
2022,December,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,107
2022,December,Brimbank,B Property and deception offences,B10 Arson,40
2022,December,Brimbank,B Property and deception offences,B20 Property damage,739
2022,December,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,648
2022,December,Brimbank,B Property and deception offences,B40 Theft,"2,751"
2022,December,Brimbank,B Property and deception offences,B50 Deception,301
2022,December,Buloke,A Crimes against the person,A20 Assault and related offences,26
2022,December,Buloke,A Crimes against the person,A30 Sexual offences,8
2022,December,Buloke,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7
2022,December,Buloke,B Property and deception offences,B20 Property damage,18
2022,December,Buloke,B Property and deception offences,B30 Burglary/Break and enter,7
2022,December,Buloke,B Property and deception offences,B40 Theft,20
2022,December,Campaspe,A Crimes against the person,A20 Assault and related offences,294
2022,December,Campaspe,A Crimes against the person,A30 Sexual offences,85
2022,December,Campaspe,A Crimes against the person,A60 Blackmail and extortion,5
2022,December,Campaspe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",35
2022,December,Campaspe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,44
2022,December,Campaspe,B Property and deception offences,B10 Arson,11
2022,December,Campaspe,B Property and deception offences,B20 Property damage,275
2022,December,Campaspe,B Property and deception offences,B30 Burglary/Break and enter,178
2022,December,Campaspe,B Property and deception offences,B40 Theft,416
2022,December,Campaspe,B Property and deception offences,B50 Deception,58
2022,December,Cardinia,A Crimes against the person,A20 Assault and related offences,696
2022,December,Cardinia,A Crimes against the person,A30 Sexual offences,129
2022,December,Cardinia,A Crimes against the person,A40 Abduction and related offences,7
2022,December,Cardinia,A Crimes against the person,A50 Robbery,42
2022,December,Cardinia,A Crimes against the person,A60 Blackmail and extortion,6
2022,December,Cardinia,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",123
2022,December,Cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,70
2022,December,Cardinia,B Property and deception offences,B10 Arson,21
2022,December,Cardinia,B Property and deception offences,B20 Property damage,322
2022,December,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,217
2022,December,Cardinia,B Property and deception offences,B40 Theft,784
2022,December,Cardinia,B Property and deception offences,B50 Deception,139
2022,December,Casey,A Crimes against the person,A10 Homicide and related offences,9
2022,December,Casey,A Crimes against the person,A20 Assault and related offences,"2,280"
2022,December,Casey,A Crimes against the person,A30 Sexual offences,395
2022,December,Casey,A Crimes against the person,A40 Abduction and related offences,35
2022,December,Casey,A Crimes against the person,A50 Robbery,200
2022,December,Casey,A Crimes against the person,A60 Blackmail and extortion,25
2022,December,Casey,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",502
2022,December,Casey,A Crimes against the person,A80 Dangerous and negligent acts endangering people,169
2022,December,Casey,B Property and deception offences,B10 Arson,49
2022,December,Casey,B Property and deception offences,B20 Property damage,"1,088"
2022,December,Casey,B Property and deception offences,B30 Burglary/Break and enter,963
2022,December,Casey,B Property and deception offences,B40 Theft,"2,851"
2022,December,Casey,B Property and deception offences,B50 Deception,397
2022,December,Central Goldfields,A Crimes against the person,A20 Assault and related offences,137
2022,December,Central Goldfields,A Crimes against the person,A30 Sexual offences,50
2022,December,Central Goldfields,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",26
2022,December,Central Goldfields,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2022,December,Central Goldfields,B Property and deception offences,B10 Arson,4
2022,December,Central Goldfields,B Property and deception offences,B20 Property damage,59
2022,December,Central Goldfields,B Property and deception offences,B30 Burglary/Break and enter,37
2022,December,Central Goldfields,B Property and deception offences,B40 Theft,108
2022,December,Central Goldfields,B Property and deception offences,B50 Deception,20
2022,December,Colac-Otway,A Crimes against the person,A20 Assault and related offences,164
2022,December,Colac-Otway,A Crimes against the person,A30 Sexual offences,36
2022,December,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",22
2022,December,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2022,December,Colac-Otway,B Property and deception offences,B20 Property damage,103
2022,December,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,68
2022,December,Colac-Otway,B Property and deception offences,B40 Theft,154
2022,December,Colac-Otway,B Property and deception offences,B50 Deception,14
2022,December,Corangamite,A Crimes against the person,A10 Homicide and related offences,4
2022,December,Corangamite,A Crimes against the person,A20 Assault and related offences,73
2022,December,Corangamite,A Crimes against the person,A30 Sexual offences,15
2022,December,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",20
2022,December,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2022,December,Corangamite,B Property and deception offences,B20 Property damage,35
2022,December,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,16
2022,December,Corangamite,B Property and deception offences,B40 Theft,82
2022,December,Corangamite,B Property and deception offences,B50 Deception,28
2022,December,Darebin,A Crimes against the person,A20 Assault and related offences,931
2022,December,Darebin,A Crimes against the person,A30 Sexual offences,110
2022,December,Darebin,A Crimes against the person,A40 Abduction and related offences,17
2022,December,Darebin,A Crimes against the person,A50 Robbery,74
2022,December,Darebin,A Crimes against the person,A60 Blackmail and extortion,9
2022,December,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",177
2022,December,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,67
2022,December,Darebin,B Property and deception offences,B10 Arson,29
2022,December,Darebin,B Property and deception offences,B20 Property damage,614
2022,December,Darebin,B Property and deception offences,B30 Burglary/Break and enter,565
2022,December,Darebin,B Property and deception offences,B40 Theft,"2,614"
2022,December,Darebin,B Property and deception offences,B50 Deception,258
2022,December,East Gippsland,A Crimes against the person,A20 Assault and related offences,565
2022,December,East Gippsland,A Crimes against the person,A30 Sexual offences,147
2022,December,East Gippsland,A Crimes against the person,A50 Robbery,5
2022,December,East Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",86
2022,December,East Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,35
2022,December,East Gippsland,B Property and deception offences,B10 Arson,10
2022,December,East Gippsland,B Property and deception offences,B20 Property damage,310
2022,December,East Gippsland,B Property and deception offences,B30 Burglary/Break and enter,107
2022,December,East Gippsland,B Property and deception offences,B40 Theft,447
2022,December,East Gippsland,B Property and deception offences,B50 Deception,41
2022,December,Frankston,A Crimes against the person,A10 Homicide and related offences,6
2022,December,Frankston,A Crimes against the person,A20 Assault and related offences,"1,194"
2022,December,Frankston,A Crimes against the person,A30 Sexual offences,244
2022,December,Frankston,A Crimes against the person,A40 Abduction and related offences,9
2022,December,Frankston,A Crimes against the person,A50 Robbery,53
2022,December,Frankston,A Crimes against the person,A60 Blackmail and extortion,9
2022,December,Frankston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",192
2022,December,Frankston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,92
2022,December,Frankston,B Property and deception offences,B10 Arson,12
2022,December,Frankston,B Property and deception offences,B20 Property damage,687
2022,December,Frankston,B Property and deception offences,B30 Burglary/Break and enter,379
2022,December,Frankston,B Property and deception offences,B40 Theft,"1,631"
2022,December,Frankston,B Property and deception offences,B50 Deception,190
2022,December,Gannawarra,A Crimes against the person,A20 Assault and related offences,75
2022,December,Gannawarra,A Crimes against the person,A30 Sexual offences,17
2022,December,Gannawarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17
2022,December,Gannawarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2022,December,Gannawarra,B Property and deception offences,B20 Property damage,48
2022,December,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,19
2022,December,Gannawarra,B Property and deception offences,B40 Theft,73
2022,December,Gannawarra,B Property and deception offences,B50 Deception,8
2022,December,Glen Eira,A Crimes against the person,A20 Assault and related offences,587
2022,December,Glen Eira,A Crimes against the person,A30 Sexual offences,196
2022,December,Glen Eira,A Crimes against the person,A50 Robbery,19
2022,December,Glen Eira,A Crimes against the person,A60 Blackmail and extortion,7
2022,December,Glen Eira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",83
2022,December,Glen Eira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2022,December,Glen Eira,B Property and deception offences,B10 Arson,10
2022,December,Glen Eira,B Property and deception offences,B20 Property damage,373
2022,December,Glen Eira,B Property and deception offences,B30 Burglary/Break and enter,518
2022,December,Glen Eira,B Property and deception offences,B40 Theft,"1,870"
2022,December,Glen Eira,B Property and deception offences,B50 Deception,168
2022,December,Glenelg,A Crimes against the person,A20 Assault and related offences,166
2022,December,Glenelg,A Crimes against the person,A30 Sexual offences,49
2022,December,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",39
2022,December,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9
2022,December,Glenelg,B Property and deception offences,B20 Property damage,93
2022,December,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,53
2022,December,Glenelg,B Property and deception offences,B40 Theft,129
2022,December,Glenelg,B Property and deception offences,B50 Deception,35
2022,December,Golden Plains,A Crimes against the person,A20 Assault and related offences,37
2022,December,Golden Plains,A Crimes against the person,A30 Sexual offences,19
2022,December,Golden Plains,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2022,December,Golden Plains,B Property and deception offences,B10 Arson,10
2022,December,Golden Plains,B Property and deception offences,B20 Property damage,34
2022,December,Golden Plains,B Property and deception offences,B30 Burglary/Break and enter,26
2022,December,Golden Plains,B Property and deception offences,B40 Theft,92
2022,December,Golden Plains,B Property and deception offences,B50 Deception,11
2022,December,Greater Bendigo,A Crimes against the person,A20 Assault and related offences,934
2022,December,Greater Bendigo,A Crimes against the person,A30 Sexual offences,304
2022,December,Greater Bendigo,A Crimes against the person,A40 Abduction and related offences,7
2022,December,Greater Bendigo,A Crimes against the person,A50 Robbery,17
2022,December,Greater Bendigo,A Crimes against the person,A60 Blackmail and extortion,7
2022,December,Greater Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",111
2022,December,Greater Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,67
2022,December,Greater Bendigo,B Property and deception offences,B10 Arson,38
2022,December,Greater Bendigo,B Property and deception offences,B20 Property damage,536
2022,December,Greater Bendigo,B Property and deception offences,B30 Burglary/Break and enter,399
2022,December,Greater Bendigo,B Property and deception offences,B40 Theft,"1,561"
2022,December,Greater Bendigo,B Property and deception offences,B50 Deception,101
2022,December,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,9
2022,December,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"1,679"
2022,December,Greater Dandenong,A Crimes against the person,A30 Sexual offences,224
2022,December,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,20
2022,December,Greater Dandenong,A Crimes against the person,A50 Robbery,131
2022,December,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,4
2022,December,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",264
2022,December,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,88
2022,December,Greater Dandenong,B Property and deception offences,B10 Arson,25
2022,December,Greater Dandenong,B Property and deception offences,B20 Property damage,766
2022,December,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,581
2022,December,Greater Dandenong,B Property and deception offences,B40 Theft,"2,755"
2022,December,Greater Dandenong,B Property and deception offences,B50 Deception,400
2022,December,Greater Geelong,A Crimes against the person,A10 Homicide and related offences,4
2022,December,Greater Geelong,A Crimes against the person,A20 Assault and related offences,"1,905"
2022,December,Greater Geelong,A Crimes against the person,A30 Sexual offences,327
2022,December,Greater Geelong,A Crimes against the person,A40 Abduction and related offences,21
2022,December,Greater Geelong,A Crimes against the person,A50 Robbery,71
2022,December,Greater Geelong,A Crimes against the person,A60 Blackmail and extortion,23
2022,December,Greater Geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",252
2022,December,Greater Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,160
2022,December,Greater Geelong,B Property and deception offences,B10 Arson,50
2022,December,Greater Geelong,B Property and deception offences,B20 Property damage,"1,137"
2022,December,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,961
2022,December,Greater Geelong,B Property and deception offences,B40 Theft,"3,244"
2022,December,Greater Geelong,B Property and deception offences,B50 Deception,219
2022,December,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,749
2022,December,Greater Shepparton,A Crimes against the person,A30 Sexual offences,104
2022,December,Greater Shepparton,A Crimes against the person,A40 Abduction and related offences,7
2022,December,Greater Shepparton,A Crimes against the person,A50 Robbery,14
2022,December,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",123
2022,December,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,81
2022,December,Greater Shepparton,B Property and deception offences,B10 Arson,12
2022,December,Greater Shepparton,B Property and deception offences,B20 Property damage,343
2022,December,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,325
2022,December,Greater Shepparton,B Property and deception offences,B40 Theft,814
2022,December,Greater Shepparton,B Property and deception offences,B50 Deception,123
2022,December,Hepburn,A Crimes against the person,A20 Assault and related offences,49
2022,December,Hepburn,A Crimes against the person,A30 Sexual offences,7
2022,December,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5
2022,December,Hepburn,B Property and deception offences,B10 Arson,9
2022,December,Hepburn,B Property and deception offences,B20 Property damage,44
2022,December,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,46
2022,December,Hepburn,B Property and deception offences,B40 Theft,126
2022,December,Hepburn,B Property and deception offences,B50 Deception,6
2022,December,Hindmarsh,A Crimes against the person,A20 Assault and related offences,32
2022,December,Hindmarsh,A Crimes against the person,A30 Sexual offences,4
2022,December,Hindmarsh,B Property and deception offences,B20 Property damage,21
2022,December,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,8
2022,December,Hindmarsh,B Property and deception offences,B40 Theft,26
2022,December,Hindmarsh,B Property and deception offences,B50 Deception,5
2022,December,Hobsons Bay,A Crimes against the person,A10 Homicide and related offences,5
2022,December,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,486
2022,December,Hobsons Bay,A Crimes against the person,A30 Sexual offences,91
2022,December,Hobsons Bay,A Crimes against the person,A50 Robbery,16
2022,December,Hobsons Bay,A Crimes against the person,A60 Blackmail and extortion,4
2022,December,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",74
2022,December,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,63
2022,December,Hobsons Bay,B Property and deception offences,B10 Arson,17
2022,December,Hobsons Bay,B Property and deception offences,B20 Property damage,363
2022,December,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,247
2022,December,Hobsons Bay,B Property and deception offences,B40 Theft,"1,384"
2022,December,Hobsons Bay,B Property and deception offences,B50 Deception,76
2022,December,Horsham,A Crimes against the person,A10 Homicide and related offences,5
2022,December,Horsham,A Crimes against the person,A20 Assault and related offences,236
2022,December,Horsham,A Crimes against the person,A30 Sexual offences,70
2022,December,Horsham,A Crimes against the person,A40 Abduction and related offences,8
2022,December,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",38
2022,December,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,42
2022,December,Horsham,B Property and deception offences,B10 Arson,10
2022,December,Horsham,B Property and deception offences,B20 Property damage,114
2022,December,Horsham,B Property and deception offences,B30 Burglary/Break and enter,81
2022,December,Horsham,B Property and deception offences,B40 Theft,176
2022,December,Horsham,B Property and deception offences,B50 Deception,61
2022,December,Hume,A Crimes against the person,A10 Homicide and related offences,7
2022,December,Hume,A Crimes against the person,A20 Assault and related offences,"1,691"
2022,December,Hume,A Crimes against the person,A30 Sexual offences,292
2022,December,Hume,A Crimes against the person,A40 Abduction and related offences,31
2022,December,Hume,A Crimes against the person,A50 Robbery,83
2022,December,Hume,A Crimes against the person,A60 Blackmail and extortion,24
2022,December,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",397
2022,December,Hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,173
2022,December,Hume,B Property and deception offences,B10 Arson,56
2022,December,Hume,B Property and deception offences,B20 Property damage,839
2022,December,Hume,B Property and deception offences,B30 Burglary/Break and enter,644
2022,December,Hume,B Property and deception offences,B40 Theft,"2,583"
2022,December,Hume,B Property and deception offences,B50 Deception,484
2022,December,Hume,D Public order and security offences,D10 Weapons and explosives offences,10
2022,December,Indigo,A Crimes against the person,A20 Assault and related offences,51
2022,December,Indigo,A Crimes against the person,A30 Sexual offences,37
2022,December,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7
2022,December,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9
2022,December,Indigo,B Property and deception offences,B20 Property damage,40
2022,December,Indigo,B Property and deception offences,B30 Burglary/Break and enter,43
2022,December,Indigo,B Property and deception offences,B40 Theft,120
2022,December,Indigo,B Property and deception offences,B50 Deception,5
2022,December,Kingston,A Crimes against the person,A20 Assault and related offences,898
2022,December,Kingston,A Crimes against the person,A30 Sexual offences,237
2022,December,Kingston,A Crimes against the person,A40 Abduction and related offences,5
2022,December,Kingston,A Crimes against the person,A50 Robbery,66
2022,December,Kingston,A Crimes against the person,A60 Blackmail and extortion,4
2022,December,Kingston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",161
2022,December,Kingston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,58
2022,December,Kingston,B Property and deception offences,B10 Arson,7
2022,December,Kingston,B Property and deception offences,B20 Property damage,407
2022,December,Kingston,B Property and deception offences,B30 Burglary/Break and enter,479
2022,December,Kingston,B Property and deception offences,B40 Theft,"1,894"
2022,December,Kingston,B Property and deception offences,B50 Deception,203
2022,December,Knox,A Crimes against the person,A20 Assault and related offences,838
2022,December,Knox,A Crimes against the person,A30 Sexual offences,202
2022,December,Knox,A Crimes against the person,A40 Abduction and related offences,5
2022,December,Knox,A Crimes against the person,A50 Robbery,17
2022,December,Knox,A Crimes against the person,A60 Blackmail and extortion,9
2022,December,Knox,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",125
2022,December,Knox,A Crimes against the person,A80 Dangerous and negligent acts endangering people,58
2022,December,Knox,B Property and deception offences,B10 Arson,12
2022,December,Knox,B Property and deception offences,B20 Property damage,364
2022,December,Knox,B Property and deception offences,B30 Burglary/Break and enter,398
2022,December,Knox,B Property and deception offences,B40 Theft,"1,182"
2022,December,Knox,B Property and deception offences,B50 Deception,166
2022,December,Latrobe,A Crimes against the person,A10 Homicide and related offences,5
2022,December,Latrobe,A Crimes against the person,A20 Assault and related offences,"1,166"
2022,December,Latrobe,A Crimes against the person,A30 Sexual offences,297
2022,December,Latrobe,A Crimes against the person,A40 Abduction and related offences,9
2022,December,Latrobe,A Crimes against the person,A50 Robbery,39
2022,December,Latrobe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",228
2022,December,Latrobe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,97
2022,December,Latrobe,B Property and deception offences,B10 Arson,30
2022,December,Latrobe,B Property and deception offences,B20 Property damage,614
2022,December,Latrobe,B Property and deception offences,B30 Burglary/Break and enter,430
2022,December,Latrobe,B Property and deception offences,B40 Theft,890
2022,December,Latrobe,B Property and deception offences,B50 Deception,200
2022,December,Loddon,A Crimes against the person,A20 Assault and related offences,34
2022,December,Loddon,A Crimes against the person,A30 Sexual offences,17
2022,December,Loddon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7
2022,December,Loddon,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2022,December,Loddon,B Property and deception offences,B20 Property damage,20
2022,December,Loddon,B Property and deception offences,B30 Burglary/Break and enter,22
2022,December,Loddon,B Property and deception offences,B40 Theft,59
2022,December,Loddon,B Property and deception offences,B50 Deception,8
2022,December,Macedon Ranges,A Crimes against the person,A20 Assault and related offences,189
2022,December,Macedon Ranges,A Crimes against the person,A30 Sexual offences,65
2022,December,Macedon Ranges,A Crimes against the person,A60 Blackmail and extortion,6
2022,December,Macedon Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",33
2022,December,Macedon Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,23
2022,December,Macedon Ranges,B Property and deception offences,B10 Arson,6
2022,December,Macedon Ranges,B Property and deception offences,B20 Property damage,84
2022,December,Macedon Ranges,B Property and deception offences,B30 Burglary/Break and enter,98
2022,December,Macedon Ranges,B Property and deception offences,B40 Theft,240
2022,December,Macedon Ranges,B Property and deception offences,B50 Deception,50
2022,December,Manningham,A Crimes against the person,A20 Assault and related offences,397
2022,December,Manningham,A Crimes against the person,A30 Sexual offences,109
2022,December,Manningham,A Crimes against the person,A50 Robbery,27
2022,December,Manningham,A Crimes against the person,A60 Blackmail and extortion,6
2022,December,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",73
2022,December,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22
2022,December,Manningham,B Property and deception offences,B10 Arson,4
2022,December,Manningham,B Property and deception offences,B20 Property damage,171
2022,December,Manningham,B Property and deception offences,B30 Burglary/Break and enter,340
2022,December,Manningham,B Property and deception offences,B40 Theft,618
