Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2013,December,Campaspe,B Property and deception offences,B30 Burglary/Break and enter,203
2013,December,Campaspe,B Property and deception offences,B40 Theft,491
2013,December,Campaspe,B Property and deception offences,B50 Deception,14
2013,December,Cardinia,A Crimes against the person,A20 Assault and related offences,527
2013,December,Cardinia,A Crimes against the person,A30 Sexual offences,95
2013,December,Cardinia,A Crimes against the person,A40 Abduction and related offences,5
2013,December,Cardinia,A Crimes against the person,A50 Robbery,13
2013,December,Cardinia,A Crimes against the person,A60 Blackmail and extortion,4
2013,December,Cardinia,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",116
2013,December,Cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,44
2013,December,Cardinia,B Property and deception offences,B10 Arson,48
2013,December,Cardinia,B Property and deception offences,B20 Property damage,453
2013,December,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,393
2013,December,Cardinia,B Property and deception offences,B40 Theft,"1,019"
2013,December,Cardinia,B Property and deception offences,B50 Deception,32
2013,December,Casey,A Crimes against the person,A20 Assault and related offences,"1,746"
2013,December,Casey,A Crimes against the person,A30 Sexual offences,237
2013,December,Casey,A Crimes against the person,A40 Abduction and related offences,32
2013,December,Casey,A Crimes against the person,A50 Robbery,75
2013,December,Casey,A Crimes against the person,A60 Blackmail and extortion,12
2013,December,Casey,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",317
2013,December,Casey,A Crimes against the person,A80 Dangerous and negligent acts endangering people,119
2013,December,Casey,B Property and deception offences,B10 Arson,142
2013,December,Casey,B Property and deception offences,B20 Property damage,"1,065"
2013,December,Casey,B Property and deception offences,B30 Burglary/Break and enter,"1,042"
2013,December,Casey,B Property and deception offences,B40 Theft,"2,761"
2013,December,Casey,B Property and deception offences,B50 Deception,150
2013,December,Casey,D Public order and security offences,D30 Public nuisance offences,4
2013,December,Central Goldfields,A Crimes against the person,A20 Assault and related offences,139
2013,December,Central Goldfields,A Crimes against the person,A30 Sexual offences,30
2013,December,Central Goldfields,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",35
2013,December,Central Goldfields,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9
2013,December,Central Goldfields,B Property and deception offences,B10 Arson,5
2013,December,Central Goldfields,B Property and deception offences,B20 Property damage,93
2013,December,Central Goldfields,B Property and deception offences,B30 Burglary/Break and enter,44
2013,December,Central Goldfields,B Property and deception offences,B40 Theft,119
2013,December,Central Goldfields,B Property and deception offences,B50 Deception,8
2013,December,Colac-Otway,A Crimes against the person,A20 Assault and related offences,163
2013,December,Colac-Otway,A Crimes against the person,A30 Sexual offences,41
2013,December,Colac-Otway,A Crimes against the person,A50 Robbery,7
2013,December,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",28
2013,December,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5
2013,December,Colac-Otway,B Property and deception offences,B10 Arson,4
2013,December,Colac-Otway,B Property and deception offences,B20 Property damage,104
2013,December,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,85
2013,December,Colac-Otway,B Property and deception offences,B40 Theft,222
2013,December,Colac-Otway,B Property and deception offences,B50 Deception,7
2013,December,Corangamite,A Crimes against the person,A20 Assault and related offences,64
2013,December,Corangamite,A Crimes against the person,A30 Sexual offences,16
2013,December,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9
2013,December,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2013,December,Corangamite,B Property and deception offences,B20 Property damage,38
2013,December,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,50
2013,December,Corangamite,B Property and deception offences,B40 Theft,97
2013,December,Corangamite,B Property and deception offences,B50 Deception,6
2013,December,Darebin,A Crimes against the person,A20 Assault and related offences,853
2013,December,Darebin,A Crimes against the person,A30 Sexual offences,144
2013,December,Darebin,A Crimes against the person,A40 Abduction and related offences,12
2013,December,Darebin,A Crimes against the person,A50 Robbery,114
2013,December,Darebin,A Crimes against the person,A60 Blackmail and extortion,7
2013,December,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",176
2013,December,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,56
2013,December,Darebin,B Property and deception offences,B10 Arson,49
2013,December,Darebin,B Property and deception offences,B20 Property damage,685
2013,December,Darebin,B Property and deception offences,B30 Burglary/Break and enter,"1,381"
2013,December,Darebin,B Property and deception offences,B40 Theft,"3,075"
2013,December,Darebin,B Property and deception offences,B50 Deception,90
2013,December,East Gippsland,A Crimes against the person,A20 Assault and related offences,543
2013,December,East Gippsland,A Crimes against the person,A30 Sexual offences,46
2013,December,East Gippsland,A Crimes against the person,A40 Abduction and related offences,6
2013,December,East Gippsland,A Crimes against the person,A50 Robbery,10
2013,December,East Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",72
2013,December,East Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,31
2013,December,East Gippsland,B Property and deception offences,B10 Arson,27
2013,December,East Gippsland,B Property and deception offences,B20 Property damage,326
2013,December,East Gippsland,B Property and deception offences,B30 Burglary/Break and enter,188
2013,December,East Gippsland,B Property and deception offences,B40 Theft,687
2013,December,East Gippsland,B Property and deception offences,B50 Deception,33
2013,December,Frankston,A Crimes against the person,A20 Assault and related offences,"1,063"
2013,December,Frankston,A Crimes against the person,A30 Sexual offences,156
2013,December,Frankston,A Crimes against the person,A40 Abduction and related offences,7
2013,December,Frankston,A Crimes against the person,A50 Robbery,63
2013,December,Frankston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",182
2013,December,Frankston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,82
2013,December,Frankston,B Property and deception offences,B10 Arson,50
2013,December,Frankston,B Property and deception offences,B20 Property damage,833
2013,December,Frankston,B Property and deception offences,B30 Burglary/Break and enter,694
2013,December,Frankston,B Property and deception offences,B40 Theft,"2,098"
2013,December,Frankston,B Property and deception offences,B50 Deception,95
2013,December,Frankston,D Public order and security offences,D10 Weapons and explosives offences,4
2013,December,Frankston,D Public order and security offences,D30 Public nuisance offences,11
2013,December,Gannawarra,A Crimes against the person,A20 Assault and related offences,52
2013,December,Gannawarra,A Crimes against the person,A30 Sexual offences,17
2013,December,Gannawarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2013,December,Gannawarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2013,December,Gannawarra,B Property and deception offences,B10 Arson,4
2013,December,Gannawarra,B Property and deception offences,B20 Property damage,27
2013,December,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,24
2013,December,Gannawarra,B Property and deception offences,B40 Theft,83
2013,December,Glen Eira,A Crimes against the person,A20 Assault and related offences,349
2013,December,Glen Eira,A Crimes against the person,A30 Sexual offences,94
2013,December,Glen Eira,A Crimes against the person,A40 Abduction and related offences,5
2013,December,Glen Eira,A Crimes against the person,A50 Robbery,29
2013,December,Glen Eira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",51
2013,December,Glen Eira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12
2013,December,Glen Eira,B Property and deception offences,B10 Arson,18
2013,December,Glen Eira,B Property and deception offences,B20 Property damage,483
2013,December,Glen Eira,B Property and deception offences,B30 Burglary/Break and enter,607
2013,December,Glen Eira,B Property and deception offences,B40 Theft,"1,567"
2013,December,Glen Eira,B Property and deception offences,B50 Deception,71
2013,December,Glenelg,A Crimes against the person,A20 Assault and related offences,142
2013,December,Glenelg,A Crimes against the person,A30 Sexual offences,24
2013,December,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14
2013,December,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2013,December,Glenelg,B Property and deception offences,B10 Arson,8
2013,December,Glenelg,B Property and deception offences,B20 Property damage,139
2013,December,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,58
2013,December,Glenelg,B Property and deception offences,B40 Theft,281
2013,December,Glenelg,B Property and deception offences,B50 Deception,4
2013,December,Golden Plains,A Crimes against the person,A20 Assault and related offences,47
2013,December,Golden Plains,A Crimes against the person,A30 Sexual offences,18
2013,December,Golden Plains,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2013,December,Golden Plains,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2013,December,Golden Plains,B Property and deception offences,B20 Property damage,24
2013,December,Golden Plains,B Property and deception offences,B30 Burglary/Break and enter,70
2013,December,Golden Plains,B Property and deception offences,B40 Theft,102
2013,December,Greater Bendigo,A Crimes against the person,A20 Assault and related offences,743
2013,December,Greater Bendigo,A Crimes against the person,A30 Sexual offences,167
2013,December,Greater Bendigo,A Crimes against the person,A40 Abduction and related offences,5
2013,December,Greater Bendigo,A Crimes against the person,A50 Robbery,21
2013,December,Greater Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",133
2013,December,Greater Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,49
2013,December,Greater Bendigo,B Property and deception offences,B10 Arson,31
2013,December,Greater Bendigo,B Property and deception offences,B20 Property damage,594
2013,December,Greater Bendigo,B Property and deception offences,B30 Burglary/Break and enter,353
2013,December,Greater Bendigo,B Property and deception offences,B40 Theft,"1,135"
2013,December,Greater Bendigo,B Property and deception offences,B50 Deception,27
2013,December,Greater Bendigo,D Public order and security offences,D30 Public nuisance offences,13
2013,December,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,4
2013,December,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"1,498"
2013,December,Greater Dandenong,A Crimes against the person,A30 Sexual offences,217
2013,December,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,20
2013,December,Greater Dandenong,A Crimes against the person,A50 Robbery,101
2013,December,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,7
2013,December,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",262
2013,December,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,78
2013,December,Greater Dandenong,B Property and deception offences,B10 Arson,55
2013,December,Greater Dandenong,B Property and deception offences,B20 Property damage,769
2013,December,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,942
2013,December,Greater Dandenong,B Property and deception offences,B40 Theft,"2,272"
2013,December,Greater Dandenong,B Property and deception offences,B50 Deception,135
2013,December,Greater Geelong,A Crimes against the person,A10 Homicide and related offences,6
2013,December,Greater Geelong,A Crimes against the person,A20 Assault and related offences,"1,347"
2013,December,Greater Geelong,A Crimes against the person,A30 Sexual offences,292
2013,December,Greater Geelong,A Crimes against the person,A40 Abduction and related offences,20
2013,December,Greater Geelong,A Crimes against the person,A50 Robbery,45
2013,December,Greater Geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",237
2013,December,Greater Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,107
2013,December,Greater Geelong,B Property and deception offences,B10 Arson,115
2013,December,Greater Geelong,B Property and deception offences,B20 Property damage,"1,285"
2013,December,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,"1,061"
2013,December,Greater Geelong,B Property and deception offences,B40 Theft,"3,397"
2013,December,Greater Geelong,B Property and deception offences,B50 Deception,93
2013,December,Greater Shepparton,A Crimes against the person,A10 Homicide and related offences,4
2013,December,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,655
2013,December,Greater Shepparton,A Crimes against the person,A30 Sexual offences,97
2013,December,Greater Shepparton,A Crimes against the person,A40 Abduction and related offences,15
2013,December,Greater Shepparton,A Crimes against the person,A50 Robbery,17
2013,December,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",96
2013,December,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,51
2013,December,Greater Shepparton,B Property and deception offences,B10 Arson,29
2013,December,Greater Shepparton,B Property and deception offences,B20 Property damage,474
2013,December,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,446
2013,December,Greater Shepparton,B Property and deception offences,B40 Theft,835
2013,December,Greater Shepparton,B Property and deception offences,B50 Deception,33
2013,December,Hepburn,A Crimes against the person,A20 Assault and related offences,54
2013,December,Hepburn,A Crimes against the person,A30 Sexual offences,8
2013,December,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14
2013,December,Hepburn,B Property and deception offences,B10 Arson,5
2013,December,Hepburn,B Property and deception offences,B20 Property damage,60
2013,December,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,73
2013,December,Hepburn,B Property and deception offences,B40 Theft,120
2013,December,Hepburn,B Property and deception offences,B50 Deception,10
2013,December,Hindmarsh,A Crimes against the person,A20 Assault and related offences,25
2013,December,Hindmarsh,A Crimes against the person,A30 Sexual offences,6
2013,December,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2013,December,Hindmarsh,B Property and deception offences,B20 Property damage,15
2013,December,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,16
2013,December,Hindmarsh,B Property and deception offences,B40 Theft,40
2013,December,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,531
2013,December,Hobsons Bay,A Crimes against the person,A30 Sexual offences,65
2013,December,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,8
2013,December,Hobsons Bay,A Crimes against the person,A50 Robbery,47
2013,December,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",91
2013,December,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,33
2013,December,Hobsons Bay,B Property and deception offences,B10 Arson,24
2013,December,Hobsons Bay,B Property and deception offences,B20 Property damage,463
2013,December,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,470
2013,December,Hobsons Bay,B Property and deception offences,B40 Theft,"1,549"
2013,December,Hobsons Bay,B Property and deception offences,B50 Deception,66
2013,December,Horsham,A Crimes against the person,A20 Assault and related offences,276
2013,December,Horsham,A Crimes against the person,A30 Sexual offences,29
2013,December,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",36
2013,December,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2013,December,Horsham,B Property and deception offences,B10 Arson,4
2013,December,Horsham,B Property and deception offences,B20 Property damage,127
2013,December,Horsham,B Property and deception offences,B30 Burglary/Break and enter,92
2013,December,Horsham,B Property and deception offences,B40 Theft,180
2013,December,Horsham,B Property and deception offences,B50 Deception,15
2013,December,Hume,A Crimes against the person,A10 Homicide and related offences,6
2013,December,Hume,A Crimes against the person,A20 Assault and related offences,"1,412"
2013,December,Hume,A Crimes against the person,A30 Sexual offences,192
2013,December,Hume,A Crimes against the person,A40 Abduction and related offences,32
2013,December,Hume,A Crimes against the person,A50 Robbery,78
2013,December,Hume,A Crimes against the person,A60 Blackmail and extortion,10
2013,December,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",340
2013,December,Hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,116
2013,December,Hume,B Property and deception offences,B10 Arson,123
2013,December,Hume,B Property and deception offences,B20 Property damage,957
2013,December,Hume,B Property and deception offences,B30 Burglary/Break and enter,"1,078"
2013,December,Hume,B Property and deception offences,B40 Theft,"2,732"
2013,December,Hume,B Property and deception offences,B50 Deception,102
2013,December,Indigo,A Crimes against the person,A20 Assault and related offences,42
2013,December,Indigo,A Crimes against the person,A30 Sexual offences,17
2013,December,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2013,December,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2013,December,Indigo,B Property and deception offences,B10 Arson,6
2013,December,Indigo,B Property and deception offences,B20 Property damage,23
2013,December,Indigo,B Property and deception offences,B30 Burglary/Break and enter,30
2013,December,Indigo,B Property and deception offences,B40 Theft,75
2013,December,Kingston,A Crimes against the person,A20 Assault and related offences,708
2013,December,Kingston,A Crimes against the person,A30 Sexual offences,107
2013,December,Kingston,A Crimes against the person,A40 Abduction and related offences,10
2013,December,Kingston,A Crimes against the person,A50 Robbery,38
2013,December,Kingston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",105
2013,December,Kingston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,42
2013,December,Kingston,B Property and deception offences,B10 Arson,26
2013,December,Kingston,B Property and deception offences,B20 Property damage,593
2013,December,Kingston,B Property and deception offences,B30 Burglary/Break and enter,580
2013,December,Kingston,B Property and deception offences,B40 Theft,"1,767"
2013,December,Kingston,B Property and deception offences,B50 Deception,91
2013,December,Kingston,D Public order and security offences,D30 Public nuisance offences,4
2013,December,Knox,A Crimes against the person,A20 Assault and related offences,699
2013,December,Knox,A Crimes against the person,A30 Sexual offences,123
2013,December,Knox,A Crimes against the person,A40 Abduction and related offences,6
2013,December,Knox,A Crimes against the person,A50 Robbery,32
2013,December,Knox,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",112
2013,December,Knox,A Crimes against the person,A80 Dangerous and negligent acts endangering people,52
2013,December,Knox,B Property and deception offences,B10 Arson,24
2013,December,Knox,B Property and deception offences,B20 Property damage,605
2013,December,Knox,B Property and deception offences,B30 Burglary/Break and enter,504
2013,December,Knox,B Property and deception offences,B40 Theft,"1,774"
2013,December,Knox,B Property and deception offences,B50 Deception,63
2013,December,Latrobe,A Crimes against the person,A10 Homicide and related offences,4
2013,December,Latrobe,A Crimes against the person,A20 Assault and related offences,"1,147"
2013,December,Latrobe,A Crimes against the person,A30 Sexual offences,136
2013,December,Latrobe,A Crimes against the person,A40 Abduction and related offences,24
2013,December,Latrobe,A Crimes against the person,A50 Robbery,46
2013,December,Latrobe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",300
2013,December,Latrobe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,79
2013,December,Latrobe,B Property and deception offences,B10 Arson,43
2013,December,Latrobe,B Property and deception offences,B20 Property damage,821
2013,December,Latrobe,B Property and deception offences,B30 Burglary/Break and enter,504
2013,December,Latrobe,B Property and deception offences,B40 Theft,"1,273"
2013,December,Latrobe,B Property and deception offences,B50 Deception,60
2013,December,Loddon,A Crimes against the person,A20 Assault and related offences,45
2013,December,Loddon,A Crimes against the person,A30 Sexual offences,13
2013,December,Loddon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2013,December,Loddon,B Property and deception offences,B20 Property damage,27
2013,December,Loddon,B Property and deception offences,B30 Burglary/Break and enter,26
2013,December,Loddon,B Property and deception offences,B40 Theft,53
2013,December,Macedon Ranges,A Crimes against the person,A20 Assault and related offences,203
2013,December,Macedon Ranges,A Crimes against the person,A30 Sexual offences,33
2013,December,Macedon Ranges,A Crimes against the person,A50 Robbery,4
2013,December,Macedon Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",33
2013,December,Macedon Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2013,December,Macedon Ranges,B Property and deception offences,B10 Arson,22
2013,December,Macedon Ranges,B Property and deception offences,B20 Property damage,115
2013,December,Macedon Ranges,B Property and deception offences,B30 Burglary/Break and enter,112
2013,December,Macedon Ranges,B Property and deception offences,B40 Theft,297
2013,December,Macedon Ranges,B Property and deception offences,B50 Deception,15
2013,December,Manningham,A Crimes against the person,A20 Assault and related offences,274
2013,December,Manningham,A Crimes against the person,A30 Sexual offences,52
2013,December,Manningham,A Crimes against the person,A40 Abduction and related offences,4
2013,December,Manningham,A Crimes against the person,A50 Robbery,15
2013,December,Manningham,A Crimes against the person,A60 Blackmail and extortion,6
2013,December,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",61
2013,December,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,17
2013,December,Manningham,B Property and deception offences,B10 Arson,14
2013,December,Manningham,B Property and deception offences,B20 Property damage,363
2013,December,Manningham,B Property and deception offences,B30 Burglary/Break and enter,371
2013,December,Manningham,B Property and deception offences,B40 Theft,735
2013,December,Manningham,B Property and deception offences,B50 Deception,40
2013,December,Mansfield,A Crimes against the person,A20 Assault and related offences,19
2013,December,Mansfield,A Crimes against the person,A30 Sexual offences,10
2013,December,Mansfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6
2013,December,Mansfield,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2013,December,Mansfield,B Property and deception offences,B20 Property damage,23
2013,December,Mansfield,B Property and deception offences,B30 Burglary/Break and enter,28
2013,December,Mansfield,B Property and deception offences,B40 Theft,85
2013,December,Maribyrnong,A Crimes against the person,A20 Assault and related offences,653
2013,December,Maribyrnong,A Crimes against the person,A30 Sexual offences,80
2013,December,Maribyrnong,A Crimes against the person,A40 Abduction and related offences,18
2013,December,Maribyrnong,A Crimes against the person,A50 Robbery,109
2013,December,Maribyrnong,A Crimes against the person,A60 Blackmail and extortion,4
2013,December,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",68
2013,December,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,25
2013,December,Maribyrnong,B Property and deception offences,B10 Arson,23
2013,December,Maribyrnong,B Property and deception offences,B20 Property damage,452
2013,December,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,644
2013,December,Maribyrnong,B Property and deception offences,B40 Theft,"1,936"
2013,December,Maribyrnong,B Property and deception offences,B50 Deception,71
2013,December,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,4
2013,December,Maroondah,A Crimes against the person,A20 Assault and related offences,593
2013,December,Maroondah,A Crimes against the person,A30 Sexual offences,101
2013,December,Maroondah,A Crimes against the person,A50 Robbery,31
2013,December,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",94
2013,December,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,35
2013,December,Maroondah,B Property and deception offences,B10 Arson,25
2013,December,Maroondah,B Property and deception offences,B20 Property damage,404
2013,December,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,418
2013,December,Maroondah,B Property and deception offences,B40 Theft,"1,133"
2013,December,Maroondah,B Property and deception offences,B50 Deception,52
2013,December,Melbourne,A Crimes against the person,A20 Assault and related offences,"2,119"
2013,December,Melbourne,A Crimes against the person,A30 Sexual offences,243
2013,December,Melbourne,A Crimes against the person,A40 Abduction and related offences,20
2013,December,Melbourne,A Crimes against the person,A50 Robbery,218
2013,December,Melbourne,A Crimes against the person,A60 Blackmail and extortion,12
2013,December,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",252
2013,December,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,88
2013,December,Melbourne,B Property and deception offences,B10 Arson,12
2013,December,Melbourne,B Property and deception offences,B20 Property damage,673
2013,December,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,653
2013,December,Melbourne,B Property and deception offences,B40 Theft,"6,308"
2013,December,Melbourne,B Property and deception offences,B50 Deception,621
2013,December,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,10
2013,December,Melbourne,E Justice procedures offences,E10 Justice procedures,4
2013,December,Melton,A Crimes against the person,A10 Homicide and related offences,5
2013,December,Melton,A Crimes against the person,A20 Assault and related offences,717
2013,December,Melton,A Crimes against the person,A30 Sexual offences,93
2013,December,Melton,A Crimes against the person,A40 Abduction and related offences,12
2013,December,Melton,A Crimes against the person,A50 Robbery,51
2013,December,Melton,A Crimes against the person,A60 Blackmail and extortion,4
2013,December,Melton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",161
2013,December,Melton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,79
2013,December,Melton,B Property and deception offences,B10 Arson,81
2013,December,Melton,B Property and deception offences,B20 Property damage,651
2013,December,Melton,B Property and deception offences,B30 Burglary/Break and enter,647
2013,December,Melton,B Property and deception offences,B40 Theft,"1,883"
2013,December,Melton,B Property and deception offences,B50 Deception,64
2013,December,Merri-bek,A Crimes against the person,A20 Assault and related offences,810
2013,December,Merri-bek,A Crimes against the person,A30 Sexual offences,144
2013,December,Merri-bek,A Crimes against the person,A40 Abduction and related offences,12
2013,December,Merri-bek,A Crimes against the person,A50 Robbery,89
2013,December,Merri-bek,A Crimes against the person,A60 Blackmail and extortion,4
2013,December,Merri-bek,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",142
2013,December,Merri-bek,A Crimes against the person,A80 Dangerous and negligent acts endangering people,70
2013,December,Merri-bek,B Property and deception offences,B10 Arson,47
2013,December,Merri-bek,B Property and deception offences,B20 Property damage,707
2013,December,Merri-bek,B Property and deception offences,B30 Burglary/Break and enter,"1,003"
2013,December,Merri-bek,B Property and deception offences,B40 Theft,"3,239"
2013,December,Merri-bek,B Property and deception offences,B50 Deception,133
2013,December,Mildura,A Crimes against the person,A20 Assault and related offences,541
2013,December,Mildura,A Crimes against the person,A30 Sexual offences,67
2013,December,Mildura,A Crimes against the person,A40 Abduction and related offences,5
2013,December,Mildura,A Crimes against the person,A50 Robbery,14
2013,December,Mildura,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",83
2013,December,Mildura,A Crimes against the person,A80 Dangerous and negligent acts endangering people,38
2013,December,Mildura,B Property and deception offences,B10 Arson,27
2013,December,Mildura,B Property and deception offences,B20 Property damage,403
2013,December,Mildura,B Property and deception offences,B30 Burglary/Break and enter,533
2013,December,Mildura,B Property and deception offences,B40 Theft,944
2013,December,Mildura,B Property and deception offences,B50 Deception,49
2013,December,Mitchell,A Crimes against the person,A20 Assault and related offences,325
2013,December,Mitchell,A Crimes against the person,A30 Sexual offences,48
2013,December,Mitchell,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",80
2013,December,Mitchell,A Crimes against the person,A80 Dangerous and negligent acts endangering people,33
2013,December,Mitchell,B Property and deception offences,B10 Arson,14
2013,December,Mitchell,B Property and deception offences,B20 Property damage,176
2013,December,Mitchell,B Property and deception offences,B30 Burglary/Break and enter,179
2013,December,Mitchell,B Property and deception offences,B40 Theft,320
2013,December,Mitchell,B Property and deception offences,B50 Deception,16
2013,December,Moira,A Crimes against the person,A20 Assault and related offences,125
2013,December,Moira,A Crimes against the person,A30 Sexual offences,43
2013,December,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",23
2013,December,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9
2013,December,Moira,B Property and deception offences,B10 Arson,7
2013,December,Moira,B Property and deception offences,B20 Property damage,80
2013,December,Moira,B Property and deception offences,B30 Burglary/Break and enter,151
2013,December,Moira,B Property and deception offences,B40 Theft,249
2013,December,Moira,B Property and deception offences,B50 Deception,8
2013,December,Monash,A Crimes against the person,A20 Assault and related offences,489
2013,December,Monash,A Crimes against the person,A30 Sexual offences,150
2013,December,Monash,A Crimes against the person,A40 Abduction and related offences,9
2013,December,Monash,A Crimes against the person,A50 Robbery,57
2013,December,Monash,A Crimes against the person,A60 Blackmail and extortion,5
2013,December,Monash,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",105
2013,December,Monash,A Crimes against the person,A80 Dangerous and negligent acts endangering people,53
2013,December,Monash,B Property and deception offences,B10 Arson,32
2013,December,Monash,B Property and deception offences,B20 Property damage,490
2013,December,Monash,B Property and deception offences,B30 Burglary/Break and enter,826
2013,December,Monash,B Property and deception offences,B40 Theft,"2,160"
2013,December,Monash,B Property and deception offences,B50 Deception,93
2013,December,Moonee Valley,A Crimes against the person,A20 Assault and related offences,585
2013,December,Moonee Valley,A Crimes against the person,A30 Sexual offences,81
2013,December,Moonee Valley,A Crimes against the person,A40 Abduction and related offences,4
2013,December,Moonee Valley,A Crimes against the person,A50 Robbery,56
2013,December,Moonee Valley,A Crimes against the person,A60 Blackmail and extortion,4
2013,December,Moonee Valley,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",99
