Year,Year ending,Local Government Area,Sex,Harm Caused Flag,Victim Reports
2015,December,Indigo,Males,Low Harm,89
2015,December,Indigo,Males,Medium Harm,25
2015,December,Kingston,Females,High Harm,257
2015,December,Kingston,Females,Low Harm,"1,280"
2015,December,Kingston,Females,Medium Harm,358
2015,December,Kingston,Males,High Harm,273
2015,December,Kingston,Males,Low Harm,"1,742"
2015,December,Kingston,Males,Medium Harm,373
2015,December,Knox,Females,High Harm,318
2015,December,Knox,Females,Low Harm,"1,071"
2015,December,Knox,Females,Medium Harm,382
2015,December,Knox,Males,High Harm,291
2015,December,Knox,Males,Low Harm,"1,524"
2015,December,Knox,Males,Medium Harm,453
2015,December,Latrobe,Females,High Harm,532
2015,December,Latrobe,Females,Low Harm,"1,255"
2015,December,Latrobe,Females,Medium Harm,652
2015,December,Latrobe,Males,High Harm,467
2015,December,Latrobe,Males,Low Harm,"1,390"
2015,December,Latrobe,Males,Medium Harm,422
2015,December,Loddon,Females,High Harm,20
2015,December,Loddon,Females,Low Harm,37
2015,December,Loddon,Females,Medium Harm,25
2015,December,Loddon,Males,High Harm,16
2015,December,Loddon,Males,Low Harm,83
2015,December,Loddon,Males,Medium Harm,18
2015,December,Macedon Ranges,Females,High Harm,58
2015,December,Macedon Ranges,Females,Low Harm,192
2015,December,Macedon Ranges,Females,Medium Harm,85
2015,December,Macedon Ranges,Males,High Harm,56
2015,December,Macedon Ranges,Males,Low Harm,343
2015,December,Macedon Ranges,Males,Medium Harm,70
2015,December,Manningham,Females,High Harm,125
2015,December,Manningham,Females,Low Harm,598
2015,December,Manningham,Females,Medium Harm,172
2015,December,Manningham,Males,High Harm,96
2015,December,Manningham,Males,Low Harm,837
2015,December,Manningham,Males,Medium Harm,222
2015,December,Mansfield,Females,High Harm,16
2015,December,Mansfield,Females,Low Harm,42
2015,December,Mansfield,Females,Medium Harm,15
2015,December,Mansfield,Males,High Harm,17
2015,December,Mansfield,Males,Low Harm,68
2015,December,Mansfield,Males,Medium Harm,9
2015,December,Maribyrnong,Females,High Harm,190
2015,December,Maribyrnong,Females,Low Harm,"1,248"
2015,December,Maribyrnong,Females,Medium Harm,263
2015,December,Maribyrnong,Males,High Harm,228
2015,December,Maribyrnong,Males,Low Harm,"1,695"
2015,December,Maribyrnong,Males,Medium Harm,392
2015,December,Maroondah,Females,High Harm,226
2015,December,Maroondah,Females,Low Harm,752
2015,December,Maroondah,Females,Medium Harm,321
2015,December,Maroondah,Males,High Harm,210
2015,December,Maroondah,Males,Low Harm,"1,043"
2015,December,Maroondah,Males,Medium Harm,389
2015,December,Melbourne,Females,High Harm,640
2015,December,Melbourne,Females,Low Harm,"3,555"
2015,December,Melbourne,Females,Medium Harm,690
2015,December,Melbourne,Males,High Harm,"1,104"
2015,December,Melbourne,Males,Low Harm,"4,352"
2015,December,Melbourne,Males,Medium Harm,"1,136"
2015,December,Melton,Females,High Harm,398
2015,December,Melton,Females,Low Harm,"1,421"
2015,December,Melton,Females,Medium Harm,503
2015,December,Melton,Males,High Harm,298
2015,December,Melton,Males,Low Harm,"1,972"
2015,December,Melton,Males,Medium Harm,486
2015,December,Merri-bek,Females,High Harm,435
2015,December,Merri-bek,Females,Low Harm,"2,208"
2015,December,Merri-bek,Females,Medium Harm,588
2015,December,Merri-bek,Males,High Harm,415
2015,December,Merri-bek,Males,Low Harm,"3,259"
2015,December,Merri-bek,Males,Medium Harm,790
2015,December,Mildura,Females,High Harm,239
2015,December,Mildura,Females,Low Harm,748
2015,December,Mildura,Females,Medium Harm,347
2015,December,Mildura,Males,High Harm,208
2015,December,Mildura,Males,Low Harm,922
2015,December,Mildura,Males,Medium Harm,248
2015,December,Mitchell,Females,High Harm,140
2015,December,Mitchell,Females,Low Harm,307
2015,December,Mitchell,Females,Medium Harm,243
2015,December,Mitchell,Males,High Harm,156
2015,December,Mitchell,Males,Low Harm,465
2015,December,Mitchell,Males,Medium Harm,168
2015,December,Moira,Females,High Harm,60
2015,December,Moira,Females,Low Harm,147
2015,December,Moira,Females,Medium Harm,70
2015,December,Moira,Males,High Harm,53
2015,December,Moira,Males,Low Harm,225
2015,December,Moira,Males,Medium Harm,68
2015,December,Monash,Females,High Harm,270
2015,December,Monash,Females,Low Harm,"1,300"
2015,December,Monash,Females,Medium Harm,397
2015,December,Monash,Males,High Harm,233
2015,December,Monash,Males,Low Harm,"1,983"
2015,December,Monash,Males,Medium Harm,555
2015,December,Moonee Valley,Females,High Harm,236
2015,December,Moonee Valley,Females,Low Harm,"1,362"
2015,December,Moonee Valley,Females,Medium Harm,353
2015,December,Moonee Valley,Males,High Harm,270
2015,December,Moonee Valley,Males,Low Harm,"1,867"
2015,December,Moonee Valley,Males,Medium Harm,400
2015,December,Moorabool,Females,High Harm,73
2015,December,Moorabool,Females,Low Harm,222
2015,December,Moorabool,Females,Medium Harm,98
2015,December,Moorabool,Males,High Harm,57
2015,December,Moorabool,Males,Low Harm,383
2015,December,Moorabool,Males,Medium Harm,115
2015,December,Mornington Peninsula,Females,High Harm,320
2015,December,Mornington Peninsula,Females,Low Harm,"1,300"
2015,December,Mornington Peninsula,Females,Medium Harm,434
2015,December,Mornington Peninsula,Males,High Harm,323
2015,December,Mornington Peninsula,Males,Low Harm,"1,872"
2015,December,Mornington Peninsula,Males,Medium Harm,426
2015,December,Mount Alexander,Females,High Harm,32
2015,December,Mount Alexander,Females,Low Harm,86
2015,December,Mount Alexander,Females,Medium Harm,31
2015,December,Mount Alexander,Males,High Harm,33
2015,December,Mount Alexander,Males,Low Harm,140
2015,December,Mount Alexander,Males,Medium Harm,42
2015,December,Moyne,Females,High Harm,28
2015,December,Moyne,Females,Low Harm,51
2015,December,Moyne,Females,Medium Harm,28
2015,December,Moyne,Males,High Harm,18
2015,December,Moyne,Males,Low Harm,103
2015,December,Moyne,Males,Medium Harm,21
2015,December,Murrindindi,Females,High Harm,28
2015,December,Murrindindi,Females,Low Harm,47
2015,December,Murrindindi,Females,Medium Harm,31
2015,December,Murrindindi,Males,High Harm,21
2015,December,Murrindindi,Males,Low Harm,135
2015,December,Murrindindi,Males,Medium Harm,39
2015,December,Nillumbik,Females,High Harm,76
2015,December,Nillumbik,Females,Low Harm,297
2015,December,Nillumbik,Females,Medium Harm,106
2015,December,Nillumbik,Males,High Harm,55
2015,December,Nillumbik,Males,Low Harm,452
2015,December,Nillumbik,Males,Medium Harm,128
2015,December,Northern Grampians,Females,High Harm,36
2015,December,Northern Grampians,Females,Low Harm,98
2015,December,Northern Grampians,Females,Medium Harm,57
2015,December,Northern Grampians,Males,High Harm,47
2015,December,Northern Grampians,Males,Low Harm,149
2015,December,Northern Grampians,Males,Medium Harm,44
2015,December,Port Phillip,Females,High Harm,286
2015,December,Port Phillip,Females,Low Harm,"1,894"
2015,December,Port Phillip,Females,Medium Harm,375
2015,December,Port Phillip,Males,High Harm,374
2015,December,Port Phillip,Males,Low Harm,"2,747"
2015,December,Port Phillip,Males,Medium Harm,637
2015,December,Pyrenees,Females,High Harm,17
2015,December,Pyrenees,Females,Low Harm,50
2015,December,Pyrenees,Females,Medium Harm,13
2015,December,Pyrenees,Males,High Harm,12
2015,December,Pyrenees,Males,Low Harm,107
2015,December,Pyrenees,Males,Medium Harm,24
2015,December,Queenscliffe,Females,High Harm,
2015,December,Queenscliffe,Females,Low Harm,28
2015,December,Queenscliffe,Females,Medium Harm,6
2015,December,Queenscliffe,Males,High Harm,
2015,December,Queenscliffe,Males,Low Harm,54
2015,December,Queenscliffe,Males,Medium Harm,8
2015,December,South Gippsland,Females,High Harm,39
2015,December,South Gippsland,Females,Low Harm,104
2015,December,South Gippsland,Females,Medium Harm,74
2015,December,South Gippsland,Males,High Harm,55
2015,December,South Gippsland,Males,Low Harm,178
2015,December,South Gippsland,Males,Medium Harm,53
2015,December,Southern Grampians,Females,High Harm,47
2015,December,Southern Grampians,Females,Low Harm,111
2015,December,Southern Grampians,Females,Medium Harm,58
2015,December,Southern Grampians,Males,High Harm,55
2015,December,Southern Grampians,Males,Low Harm,163
2015,December,Southern Grampians,Males,Medium Harm,45
2015,December,Stonnington,Females,High Harm,231
2015,December,Stonnington,Females,Low Harm,"1,571"
2015,December,Stonnington,Females,Medium Harm,303
2015,December,Stonnington,Males,High Harm,298
2015,December,Stonnington,Males,Low Harm,"1,948"
2015,December,Stonnington,Males,Medium Harm,364
2015,December,Strathbogie,Females,High Harm,27
2015,December,Strathbogie,Females,Low Harm,51
2015,December,Strathbogie,Females,Medium Harm,19
2015,December,Strathbogie,Males,High Harm,13
2015,December,Strathbogie,Males,Low Harm,57
2015,December,Strathbogie,Males,Medium Harm,16
2015,December,Surf Coast,Females,High Harm,32
2015,December,Surf Coast,Females,Low Harm,216
2015,December,Surf Coast,Females,Medium Harm,43
2015,December,Surf Coast,Males,High Harm,45
2015,December,Surf Coast,Males,Low Harm,357
2015,December,Surf Coast,Males,Medium Harm,68
2015,December,Swan Hill,Females,High Harm,114
2015,December,Swan Hill,Females,Low Harm,123
2015,December,Swan Hill,Females,Medium Harm,85
2015,December,Swan Hill,Males,High Harm,102
2015,December,Swan Hill,Males,Low Harm,238
2015,December,Swan Hill,Males,Medium Harm,86
2015,December,Towong,Females,High Harm,10
2015,December,Towong,Females,Low Harm,21
2015,December,Towong,Females,Medium Harm,
2015,December,Towong,Males,High Harm,5
2015,December,Towong,Males,Low Harm,33
2015,December,Towong,Males,Medium Harm,
2015,December,Wangaratta,Females,High Harm,81
2015,December,Wangaratta,Females,Low Harm,173
2015,December,Wangaratta,Females,Medium Harm,94
2015,December,Wangaratta,Males,High Harm,74
2015,December,Wangaratta,Males,Low Harm,208
2015,December,Wangaratta,Males,Medium Harm,79
2015,December,Warrnambool,Females,High Harm,131
2015,December,Warrnambool,Females,Low Harm,280
2015,December,Warrnambool,Females,Medium Harm,129
2015,December,Warrnambool,Males,High Harm,116
2015,December,Warrnambool,Males,Low Harm,323
2015,December,Warrnambool,Males,Medium Harm,83
2015,December,Wellington,Females,High Harm,161
2015,December,Wellington,Females,Low Harm,414
2015,December,Wellington,Females,Medium Harm,227
2015,December,Wellington,Males,High Harm,154
2015,December,Wellington,Males,Low Harm,573
2015,December,Wellington,Males,Medium Harm,217
2015,December,West Wimmera,Females,High Harm,11
2015,December,West Wimmera,Females,Low Harm,7
2015,December,West Wimmera,Females,Medium Harm,6
2015,December,West Wimmera,Males,High Harm,7
2015,December,West Wimmera,Males,Low Harm,19
2015,December,West Wimmera,Males,Medium Harm,9
2015,December,Whitehorse,Females,High Harm,230
2015,December,Whitehorse,Females,Low Harm,"1,024"
2015,December,Whitehorse,Females,Medium Harm,311
2015,December,Whitehorse,Males,High Harm,200
2015,December,Whitehorse,Males,Low Harm,"1,359"
2015,December,Whitehorse,Males,Medium Harm,402
2015,December,Whittlesea,Females,High Harm,379
2015,December,Whittlesea,Females,Low Harm,"1,614"
2015,December,Whittlesea,Females,Medium Harm,753
2015,December,Whittlesea,Males,High Harm,363
2015,December,Whittlesea,Males,Low Harm,"2,360"
2015,December,Whittlesea,Males,Medium Harm,729
2015,December,Wodonga,Females,High Harm,175
2015,December,Wodonga,Females,Low Harm,402
2015,December,Wodonga,Females,Medium Harm,226
2015,December,Wodonga,Males,High Harm,114
2015,December,Wodonga,Males,Low Harm,392
2015,December,Wodonga,Males,Medium Harm,167
2015,December,Wyndham,Females,High Harm,400
2015,December,Wyndham,Females,Low Harm,"1,756"
2015,December,Wyndham,Females,Medium Harm,632
2015,December,Wyndham,Males,High Harm,388
2015,December,Wyndham,Males,Low Harm,"2,683"
2015,December,Wyndham,Males,Medium Harm,694
2015,December,Yarra,Females,High Harm,283
2015,December,Yarra,Females,Low Harm,"1,970"
2015,December,Yarra,Females,Medium Harm,320
2015,December,Yarra,Males,High Harm,366
2015,December,Yarra,Males,Low Harm,"2,581"
2015,December,Yarra,Males,Medium Harm,446
2015,December,Yarra Ranges,Females,High Harm,279
2015,December,Yarra Ranges,Females,Low Harm,698
2015,December,Yarra Ranges,Females,Medium Harm,437
2015,December,Yarra Ranges,Males,High Harm,230
2015,December,Yarra Ranges,Males,Low Harm,"1,010"
2015,December,Yarra Ranges,Males,Medium Harm,325
2015,December,Yarriambiack,Females,High Harm,27
2015,December,Yarriambiack,Females,Low Harm,30
2015,December,Yarriambiack,Females,Medium Harm,15
2015,December,Yarriambiack,Males,High Harm,28
2015,December,Yarriambiack,Males,Low Harm,71
2015,December,Yarriambiack,Males,Medium Harm,15
2014,December,Alpine,Females,High Harm,17
2014,December,Alpine,Females,Low Harm,21
2014,December,Alpine,Females,Medium Harm,7
2014,December,Alpine,Males,High Harm,24
2014,December,Alpine,Males,Low Harm,48
2014,December,Alpine,Males,Medium Harm,13
2014,December,Ararat,Females,High Harm,48
2014,December,Ararat,Females,Low Harm,72
2014,December,Ararat,Females,Medium Harm,62
2014,December,Ararat,Males,High Harm,40
2014,December,Ararat,Males,Low Harm,142
2014,December,Ararat,Males,Medium Harm,51
2014,December,Ballarat,Females,High Harm,372
2014,December,Ballarat,Females,Low Harm,"1,383"
2014,December,Ballarat,Females,Medium Harm,431
2014,December,Ballarat,Males,High Harm,297
2014,December,Ballarat,Males,Low Harm,"1,650"
2014,December,Ballarat,Males,Medium Harm,380
2014,December,Banyule,Females,High Harm,275
2014,December,Banyule,Females,Low Harm,"1,115"
2014,December,Banyule,Females,Medium Harm,375
2014,December,Banyule,Males,High Harm,256
2014,December,Banyule,Males,Low Harm,"1,450"
2014,December,Banyule,Males,Medium Harm,351
2014,December,Bass Coast,Females,High Harm,131
2014,December,Bass Coast,Females,Low Harm,312
2014,December,Bass Coast,Females,Medium Harm,159
2014,December,Bass Coast,Males,High Harm,94
2014,December,Bass Coast,Males,Low Harm,436
2014,December,Bass Coast,Males,Medium Harm,115
2014,December,Baw Baw,Females,High Harm,136
2014,December,Baw Baw,Females,Low Harm,265
2014,December,Baw Baw,Females,Medium Harm,166
2014,December,Baw Baw,Males,High Harm,101
2014,December,Baw Baw,Males,Low Harm,397
2014,December,Baw Baw,Males,Medium Harm,148
2014,December,Bayside,Females,High Harm,104
2014,December,Bayside,Females,Low Harm,679
2014,December,Bayside,Females,Medium Harm,145
2014,December,Bayside,Males,High Harm,116
2014,December,Bayside,Males,Low Harm,936
2014,December,Bayside,Males,Medium Harm,136
2014,December,Benalla,Females,High Harm,66
2014,December,Benalla,Females,Low Harm,92
2014,December,Benalla,Females,Medium Harm,57
2014,December,Benalla,Males,High Harm,55
2014,December,Benalla,Males,Low Harm,128
2014,December,Benalla,Males,Medium Harm,39
2014,December,Boroondara,Females,High Harm,143
2014,December,Boroondara,Females,Low Harm,"1,352"
2014,December,Boroondara,Females,Medium Harm,190
2014,December,Boroondara,Males,High Harm,148
2014,December,Boroondara,Males,Low Harm,"1,805"
2014,December,Boroondara,Males,Medium Harm,224
2014,December,Brimbank,Females,High Harm,572
2014,December,Brimbank,Females,Low Harm,"2,230"
2014,December,Brimbank,Females,Medium Harm,779
2014,December,Brimbank,Males,High Harm,565
2014,December,Brimbank,Males,Low Harm,"3,098"
2014,December,Brimbank,Males,Medium Harm,914
2014,December,Buloke,Females,High Harm,14
2014,December,Buloke,Females,Low Harm,16
2014,December,Buloke,Females,Medium Harm,11
2014,December,Buloke,Males,High Harm,10
2014,December,Buloke,Males,Low Harm,49
2014,December,Buloke,Males,Medium Harm,6
2014,December,Campaspe,Females,High Harm,143
2014,December,Campaspe,Females,Low Harm,306
2014,December,Campaspe,Females,Medium Harm,108
2014,December,Campaspe,Males,High Harm,88
2014,December,Campaspe,Males,Low Harm,559
2014,December,Campaspe,Males,Medium Harm,104
2014,December,Cardinia,Females,High Harm,196
2014,December,Cardinia,Females,Low Harm,604
2014,December,Cardinia,Females,Medium Harm,262
2014,December,Cardinia,Males,High Harm,168
2014,December,Cardinia,Males,Low Harm,785
2014,December,Cardinia,Males,Medium Harm,248
2014,December,Casey,Females,High Harm,647
2014,December,Casey,Females,Low Harm,"2,065"
2014,December,Casey,Females,Medium Harm,"1,041"
2014,December,Casey,Males,High Harm,607
2014,December,Casey,Males,Low Harm,"2,969"
2014,December,Casey,Males,Medium Harm,937
2014,December,Central Goldfields,Females,High Harm,54
2014,December,Central Goldfields,Females,Low Harm,90
2014,December,Central Goldfields,Females,Medium Harm,46
2014,December,Central Goldfields,Males,High Harm,64
2014,December,Central Goldfields,Males,Low Harm,151
2014,December,Central Goldfields,Males,Medium Harm,41
2014,December,Colac-Otway,Females,High Harm,83
2014,December,Colac-Otway,Females,Low Harm,172
2014,December,Colac-Otway,Females,Medium Harm,66
2014,December,Colac-Otway,Males,High Harm,78
2014,December,Colac-Otway,Males,Low Harm,248
2014,December,Colac-Otway,Males,Medium Harm,64
2014,December,Corangamite,Females,High Harm,36
2014,December,Corangamite,Females,Low Harm,54
2014,December,Corangamite,Females,Medium Harm,33
2014,December,Corangamite,Males,High Harm,18
2014,December,Corangamite,Males,Low Harm,116
2014,December,Corangamite,Males,Medium Harm,32
2014,December,Darebin,Females,High Harm,383
2014,December,Darebin,Females,Low Harm,"2,256"
2014,December,Darebin,Females,Medium Harm,631
2014,December,Darebin,Males,High Harm,378
2014,December,Darebin,Males,Low Harm,"2,810"
2014,December,Darebin,Males,Medium Harm,759
2014,December,East Gippsland,Females,High Harm,198
2014,December,East Gippsland,Females,Low Harm,360
2014,December,East Gippsland,Females,Medium Harm,227
2014,December,East Gippsland,Males,High Harm,187
2014,December,East Gippsland,Males,Low Harm,492
2014,December,East Gippsland,Males,Medium Harm,168
2014,December,Frankston,Females,High Harm,414
2014,December,Frankston,Females,Low Harm,"1,338"
2014,December,Frankston,Females,Medium Harm,556
2014,December,Frankston,Males,High Harm,452
2014,December,Frankston,Males,Low Harm,"1,805"
2014,December,Frankston,Males,Medium Harm,514
2014,December,Gannawarra,Females,High Harm,27
2014,December,Gannawarra,Females,Low Harm,45
2014,December,Gannawarra,Females,Medium Harm,30
2014,December,Gannawarra,Males,High Harm,24
2014,December,Gannawarra,Males,Low Harm,78
2014,December,Gannawarra,Males,Medium Harm,18
2014,December,Glen Eira,Females,High Harm,127
2014,December,Glen Eira,Females,Low Harm,990
2014,December,Glen Eira,Females,Medium Harm,194
2014,December,Glen Eira,Males,High Harm,137
2014,December,Glen Eira,Males,Low Harm,"1,301"
2014,December,Glen Eira,Males,Medium Harm,235
2014,December,Glenelg,Females,High Harm,68
2014,December,Glenelg,Females,Low Harm,236
2014,December,Glenelg,Females,Medium Harm,65
2014,December,Glenelg,Males,High Harm,58
2014,December,Glenelg,Males,Low Harm,308
2014,December,Glenelg,Males,Medium Harm,51
2014,December,Golden Plains,Females,High Harm,18
2014,December,Golden Plains,Females,Low Harm,61
2014,December,Golden Plains,Females,Medium Harm,33
2014,December,Golden Plains,Males,High Harm,15
2014,December,Golden Plains,Males,Low Harm,161
2014,December,Golden Plains,Males,Medium Harm,33
2014,December,Greater Bendigo,Females,High Harm,286
2014,December,Greater Bendigo,Females,Low Harm,873
2014,December,Greater Bendigo,Females,Medium Harm,374
2014,December,Greater Bendigo,Males,High Harm,244
2014,December,Greater Bendigo,Males,Low Harm,"1,085"
2014,December,Greater Bendigo,Males,Medium Harm,268
2014,December,Greater Dandenong,Females,High Harm,461
2014,December,Greater Dandenong,Females,Low Harm,"1,330"
2014,December,Greater Dandenong,Females,Medium Harm,732
2014,December,Greater Dandenong,Males,High Harm,613
2014,December,Greater Dandenong,Males,Low Harm,"2,193"
2014,December,Greater Dandenong,Males,Medium Harm,848
2014,December,Greater Geelong,Females,High Harm,521
2014,December,Greater Geelong,Females,Low Harm,"2,686"
2014,December,Greater Geelong,Females,Medium Harm,752
2014,December,Greater Geelong,Males,High Harm,503
2014,December,Greater Geelong,Males,Low Harm,"3,600"
2014,December,Greater Geelong,Males,Medium Harm,783
2014,December,Greater Shepparton,Females,High Harm,289
2014,December,Greater Shepparton,Females,Low Harm,839
2014,December,Greater Shepparton,Females,Medium Harm,301
2014,December,Greater Shepparton,Males,High Harm,277
2014,December,Greater Shepparton,Males,Low Harm,"1,040"
2014,December,Greater Shepparton,Males,Medium Harm,246
2014,December,Hepburn,Females,High Harm,33
2014,December,Hepburn,Females,Low Harm,70
2014,December,Hepburn,Females,Medium Harm,34
2014,December,Hepburn,Males,High Harm,20
2014,December,Hepburn,Males,Low Harm,152
2014,December,Hepburn,Males,Medium Harm,36
2014,December,Hindmarsh,Females,High Harm,15
2014,December,Hindmarsh,Females,Low Harm,10
2014,December,Hindmarsh,Females,Medium Harm,14
2014,December,Hindmarsh,Males,High Harm,9
2014,December,Hindmarsh,Males,Low Harm,22
2014,December,Hindmarsh,Males,Medium Harm,12
2014,December,Hobsons Bay,Females,High Harm,251
2014,December,Hobsons Bay,Females,Low Harm,925
2014,December,Hobsons Bay,Females,Medium Harm,263
2014,December,Hobsons Bay,Males,High Harm,210
2014,December,Hobsons Bay,Males,Low Harm,"1,346"
2014,December,Hobsons Bay,Males,Medium Harm,317
2014,December,Horsham,Females,High Harm,120
2014,December,Horsham,Females,Low Harm,205
2014,December,Horsham,Females,Medium Harm,125
2014,December,Horsham,Males,High Harm,73
2014,December,Horsham,Males,Low Harm,221
2014,December,Horsham,Males,Medium Harm,68
2014,December,Hume,Females,High Harm,596
2014,December,Hume,Females,Low Harm,"1,967"
2014,December,Hume,Females,Medium Harm,931
2014,December,Hume,Males,High Harm,582
2014,December,Hume,Males,Low Harm,"2,850"
2014,December,Hume,Males,Medium Harm,982
2014,December,Indigo,Females,High Harm,28
2014,December,Indigo,Females,Low Harm,43
2014,December,Indigo,Females,Medium Harm,18
2014,December,Indigo,Males,High Harm,11
2014,December,Indigo,Males,Low Harm,56
2014,December,Indigo,Males,Medium Harm,19
2014,December,Kingston,Females,High Harm,253
2014,December,Kingston,Females,Low Harm,"1,075"
2014,December,Kingston,Females,Medium Harm,320
2014,December,Kingston,Males,High Harm,269
2014,December,Kingston,Males,Low Harm,"1,609"
2014,December,Kingston,Males,Medium Harm,350
2014,December,Knox,Females,High Harm,308
2014,December,Knox,Females,Low Harm,"1,157"
2014,December,Knox,Females,Medium Harm,392
2014,December,Knox,Males,High Harm,306
2014,December,Knox,Males,Low Harm,"1,564"
2014,December,Knox,Males,Medium Harm,409
2014,December,Latrobe,Females,High Harm,529
2014,December,Latrobe,Females,Low Harm,"1,096"
2014,December,Latrobe,Females,Medium Harm,613
2014,December,Latrobe,Males,High Harm,479
2014,December,Latrobe,Males,Low Harm,"1,357"
2014,December,Latrobe,Males,Medium Harm,418
2014,December,Loddon,Females,High Harm,16
2014,December,Loddon,Females,Low Harm,24
2014,December,Loddon,Females,Medium Harm,18
2014,December,Loddon,Males,High Harm,15
2014,December,Loddon,Males,Low Harm,54
2014,December,Loddon,Males,Medium Harm,20
2014,December,Macedon Ranges,Females,High Harm,76
2014,December,Macedon Ranges,Females,Low Harm,197
2014,December,Macedon Ranges,Females,Medium Harm,74
2014,December,Macedon Ranges,Males,High Harm,54
2014,December,Macedon Ranges,Males,Low Harm,333
2014,December,Macedon Ranges,Males,Medium Harm,71
2014,December,Manningham,Females,High Harm,100
2014,December,Manningham,Females,Low Harm,617
2014,December,Manningham,Females,Medium Harm,206
2014,December,Manningham,Males,High Harm,75
2014,December,Manningham,Males,Low Harm,820
2014,December,Manningham,Males,Medium Harm,186
2014,December,Mansfield,Females,High Harm,14
2014,December,Mansfield,Females,Low Harm,48
2014,December,Mansfield,Females,Medium Harm,20
2014,December,Mansfield,Males,High Harm,22
2014,December,Mansfield,Males,Low Harm,91
2014,December,Mansfield,Males,Medium Harm,10
2014,December,Maribyrnong,Females,High Harm,215
2014,December,Maribyrnong,Females,Low Harm,"1,138"
2014,December,Maribyrnong,Females,Medium Harm,262
2014,December,Maribyrnong,Males,High Harm,270
2014,December,Maribyrnong,Males,Low Harm,"1,482"
2014,December,Maribyrnong,Males,Medium Harm,399
2014,December,Maroondah,Females,High Harm,208
2014,December,Maroondah,Females,Low Harm,810
2014,December,Maroondah,Females,Medium Harm,302
2014,December,Maroondah,Males,High Harm,241
2014,December,Maroondah,Males,Low Harm,"1,149"
2014,December,Maroondah,Males,Medium Harm,326
2014,December,Melbourne,Females,High Harm,620
2014,December,Melbourne,Females,Low Harm,"3,088"
2014,December,Melbourne,Females,Medium Harm,627
2014,December,Melbourne,Males,High Harm,"1,098"
2014,December,Melbourne,Males,Low Harm,"3,642"
2014,December,Melbourne,Males,Medium Harm,"1,039"
2014,December,Melton,Females,High Harm,409
2014,December,Melton,Females,Low Harm,"1,357"
2014,December,Melton,Females,Medium Harm,467
2014,December,Melton,Males,High Harm,285
2014,December,Melton,Males,Low Harm,"1,762"
2014,December,Melton,Males,Medium Harm,487
2014,December,Merri-bek,Females,High Harm,424
2014,December,Merri-bek,Females,Low Harm,"2,106"
2014,December,Merri-bek,Females,Medium Harm,648
2014,December,Merri-bek,Males,High Harm,429
2014,December,Merri-bek,Males,Low Harm,"2,889"
2014,December,Merri-bek,Males,Medium Harm,837
2014,December,Mildura,Females,High Harm,231
2014,December,Mildura,Females,Low Harm,721
2014,December,Mildura,Females,Medium Harm,306
2014,December,Mildura,Males,High Harm,210
2014,December,Mildura,Males,Low Harm,913
2014,December,Mildura,Males,Medium Harm,260
2014,December,Mitchell,Females,High Harm,140
2014,December,Mitchell,Females,Low Harm,267
2014,December,Mitchell,Females,Medium Harm,187
2014,December,Mitchell,Males,High Harm,130
2014,December,Mitchell,Males,Low Harm,377
2014,December,Mitchell,Males,Medium Harm,154
2014,December,Moira,Females,High Harm,70
2014,December,Moira,Females,Low Harm,116
2014,December,Moira,Females,Medium Harm,78
2014,December,Moira,Males,High Harm,60
2014,December,Moira,Males,Low Harm,201
2014,December,Moira,Males,Medium Harm,45
2014,December,Monash,Females,High Harm,191
2014,December,Monash,Females,Low Harm,"1,346"
2014,December,Monash,Females,Medium Harm,286
2014,December,Monash,Males,High Harm,278
2014,December,Monash,Males,Low Harm,"2,019"
2014,December,Monash,Males,Medium Harm,394
2014,December,Moonee Valley,Females,High Harm,217
2014,December,Moonee Valley,Females,Low Harm,"1,166"
2014,December,Moonee Valley,Females,Medium Harm,344
2014,December,Moonee Valley,Males,High Harm,277
2014,December,Moonee Valley,Males,Low Harm,"1,732"
2014,December,Moonee Valley,Males,Medium Harm,382
2014,December,Moorabool,Females,High Harm,52
2014,December,Moorabool,Females,Low Harm,207
2014,December,Moorabool,Females,Medium Harm,82
2014,December,Moorabool,Males,High Harm,40
2014,December,Moorabool,Males,Low Harm,348
2014,December,Moorabool,Males,Medium Harm,98
2014,December,Mornington Peninsula,Females,High Harm,314
2014,December,Mornington Peninsula,Females,Low Harm,"1,268"
2014,December,Mornington Peninsula,Females,Medium Harm,448
2014,December,Mornington Peninsula,Males,High Harm,336
2014,December,Mornington Peninsula,Males,Low Harm,"1,727"
2014,December,Mornington Peninsula,Males,Medium Harm,381
2014,December,Mount Alexander,Females,High Harm,23
2014,December,Mount Alexander,Females,Low Harm,100
2014,December,Mount Alexander,Females,Medium Harm,45
2014,December,Mount Alexander,Males,High Harm,29
2014,December,Mount Alexander,Males,Low Harm,133
2014,December,Mount Alexander,Males,Medium Harm,36
2014,December,Moyne,Females,High Harm,33
2014,December,Moyne,Females,Low Harm,67
2014,December,Moyne,Females,Medium Harm,46
2014,December,Moyne,Males,High Harm,27
2014,December,Moyne,Males,Low Harm,114
2014,December,Moyne,Males,Medium Harm,33
2014,December,Murrindindi,Females,High Harm,27
2014,December,Murrindindi,Females,Low Harm,39
2014,December,Murrindindi,Females,Medium Harm,34
2014,December,Murrindindi,Males,High Harm,36
2014,December,Murrindindi,Males,Low Harm,119
2014,December,Murrindindi,Males,Medium Harm,41
2014,December,Nillumbik,Females,High Harm,77
2014,December,Nillumbik,Females,Low Harm,236
