Year,Year ending,Local Government Area,Age Group,Alleged Offender Incidents
2021,December,Colac-Otway,10 - 17 years,58
2021,December,Colac-Otway,18 - 24 years,157
2021,December,Colac-Otway,25 - 29 years,109
2021,December,Colac-Otway,30 - 34 years,94
2021,December,Colac-Otway,35 - 39 years,78
2021,December,Colac-Otway,40 - 44 years,62
2021,December,Colac-Otway,45+ years,163
2021,December,Corangamite,10 - 17 years,18
2021,December,Corangamite,18 - 24 years,42
2021,December,Corangamite,25 - 29 years,41
2021,December,Corangamite,30 - 34 years,45
2021,December,Corangamite,35 - 39 years,31
2021,December,Corangamite,40 - 44 years,27
2021,December,Corangamite,45+ years,72
2021,December,Darebin,10 - 17 years,342
2021,December,Darebin,18 - 24 years,572
2021,December,Darebin,25 - 29 years,524
2021,December,Darebin,30 - 34 years,560
2021,December,Darebin,35 - 39 years,569
2021,December,Darebin,40 - 44 years,447
2021,December,Darebin,45+ years,813
2021,December,East Gippsland,10 - 17 years,220
2021,December,East Gippsland,18 - 24 years,329
2021,December,East Gippsland,25 - 29 years,264
2021,December,East Gippsland,30 - 34 years,271
2021,December,East Gippsland,35 - 39 years,187
2021,December,East Gippsland,40 - 44 years,184
2021,December,East Gippsland,45+ years,410
2021,December,Frankston,10 - 17 years,422
2021,December,Frankston,18 - 24 years,723
2021,December,Frankston,25 - 29 years,578
2021,December,Frankston,30 - 34 years,729
2021,December,Frankston,35 - 39 years,604
2021,December,Frankston,40 - 44 years,578
2021,December,Frankston,45+ years,798
2021,December,Gannawarra,10 - 17 years,21
2021,December,Gannawarra,18 - 24 years,33
2021,December,Gannawarra,25 - 29 years,44
2021,December,Gannawarra,30 - 34 years,52
2021,December,Gannawarra,35 - 39 years,33
2021,December,Gannawarra,40 - 44 years,39
2021,December,Gannawarra,45+ years,79
2021,December,Glen Eira,10 - 17 years,225
2021,December,Glen Eira,18 - 24 years,266
2021,December,Glen Eira,25 - 29 years,234
2021,December,Glen Eira,30 - 34 years,186
2021,December,Glen Eira,35 - 39 years,248
2021,December,Glen Eira,40 - 44 years,186
2021,December,Glen Eira,45+ years,385
2021,December,Glenelg,10 - 17 years,76
2021,December,Glenelg,18 - 24 years,121
2021,December,Glenelg,25 - 29 years,97
2021,December,Glenelg,30 - 34 years,109
2021,December,Glenelg,35 - 39 years,85
2021,December,Glenelg,40 - 44 years,67
2021,December,Glenelg,45+ years,148
2021,December,Golden Plains,10 - 17 years,18
2021,December,Golden Plains,18 - 24 years,26
2021,December,Golden Plains,25 - 29 years,17
2021,December,Golden Plains,30 - 34 years,22
2021,December,Golden Plains,35 - 39 years,19
2021,December,Golden Plains,40 - 44 years,27
2021,December,Golden Plains,45+ years,33
2021,December,Greater Bendigo,10 - 17 years,616
2021,December,Greater Bendigo,18 - 24 years,722
2021,December,Greater Bendigo,25 - 29 years,430
2021,December,Greater Bendigo,30 - 34 years,599
2021,December,Greater Bendigo,35 - 39 years,382
2021,December,Greater Bendigo,40 - 44 years,324
2021,December,Greater Bendigo,45+ years,595
2021,December,Greater Dandenong,10 - 17 years,473
2021,December,Greater Dandenong,18 - 24 years,891
2021,December,Greater Dandenong,25 - 29 years,775
2021,December,Greater Dandenong,30 - 34 years,780
2021,December,Greater Dandenong,35 - 39 years,732
2021,December,Greater Dandenong,40 - 44 years,550
2021,December,Greater Dandenong,45+ years,872
2021,December,Greater Geelong,10 - 17 years,755
2021,December,Greater Geelong,18 - 24 years,"1,358"
2021,December,Greater Geelong,25 - 29 years,962
2021,December,Greater Geelong,30 - 34 years,758
2021,December,Greater Geelong,35 - 39 years,791
2021,December,Greater Geelong,40 - 44 years,659
2021,December,Greater Geelong,45+ years,"1,158"
2021,December,Greater Shepparton,10 - 17 years,356
2021,December,Greater Shepparton,18 - 24 years,434
2021,December,Greater Shepparton,25 - 29 years,459
2021,December,Greater Shepparton,30 - 34 years,472
2021,December,Greater Shepparton,35 - 39 years,380
2021,December,Greater Shepparton,40 - 44 years,324
2021,December,Greater Shepparton,45+ years,517
2021,December,Hepburn,10 - 17 years,14
2021,December,Hepburn,18 - 24 years,30
2021,December,Hepburn,25 - 29 years,21
2021,December,Hepburn,30 - 34 years,17
2021,December,Hepburn,35 - 39 years,22
2021,December,Hepburn,40 - 44 years,23
2021,December,Hepburn,45+ years,49
2021,December,Hindmarsh,10 - 17 years,2
2021,December,Hindmarsh,18 - 24 years,12
2021,December,Hindmarsh,25 - 29 years,18
2021,December,Hindmarsh,30 - 34 years,31
2021,December,Hindmarsh,35 - 39 years,22
2021,December,Hindmarsh,40 - 44 years,18
2021,December,Hindmarsh,45+ years,37
2021,December,Hobsons Bay,10 - 17 years,216
2021,December,Hobsons Bay,18 - 24 years,259
2021,December,Hobsons Bay,25 - 29 years,269
2021,December,Hobsons Bay,30 - 34 years,240
2021,December,Hobsons Bay,35 - 39 years,274
2021,December,Hobsons Bay,40 - 44 years,164
2021,December,Hobsons Bay,45+ years,327
2021,December,Horsham,10 - 17 years,75
2021,December,Horsham,18 - 24 years,172
2021,December,Horsham,25 - 29 years,119
2021,December,Horsham,30 - 34 years,149
2021,December,Horsham,35 - 39 years,114
2021,December,Horsham,40 - 44 years,97
2021,December,Horsham,45+ years,144
2021,December,Hume,10 - 17 years,424
2021,December,Hume,18 - 24 years,"1,155"
2021,December,Hume,25 - 29 years,916
2021,December,Hume,30 - 34 years,893
2021,December,Hume,35 - 39 years,731
2021,December,Hume,40 - 44 years,573
2021,December,Hume,45+ years,946
2021,December,Indigo,10 - 17 years,24
2021,December,Indigo,18 - 24 years,28
2021,December,Indigo,25 - 29 years,20
2021,December,Indigo,30 - 34 years,19
2021,December,Indigo,35 - 39 years,19
2021,December,Indigo,40 - 44 years,15
2021,December,Indigo,45+ years,44
2021,December,Kingston,10 - 17 years,281
2021,December,Kingston,18 - 24 years,397
2021,December,Kingston,25 - 29 years,344
2021,December,Kingston,30 - 34 years,447
2021,December,Kingston,35 - 39 years,355
2021,December,Kingston,40 - 44 years,335
2021,December,Kingston,45+ years,651
2021,December,Knox,10 - 17 years,284
2021,December,Knox,18 - 24 years,568
2021,December,Knox,25 - 29 years,508
2021,December,Knox,30 - 34 years,485
2021,December,Knox,35 - 39 years,460
2021,December,Knox,40 - 44 years,384
2021,December,Knox,45+ years,577
2021,December,Latrobe,10 - 17 years,516
2021,December,Latrobe,18 - 24 years,818
2021,December,Latrobe,25 - 29 years,717
2021,December,Latrobe,30 - 34 years,682
2021,December,Latrobe,35 - 39 years,577
2021,December,Latrobe,40 - 44 years,463
2021,December,Latrobe,45+ years,769
2021,December,Loddon,10 - 17 years,7
2021,December,Loddon,18 - 24 years,20
2021,December,Loddon,25 - 29 years,17
2021,December,Loddon,30 - 34 years,29
2021,December,Loddon,35 - 39 years,28
2021,December,Loddon,40 - 44 years,33
2021,December,Loddon,45+ years,58
2021,December,Macedon Ranges,10 - 17 years,107
2021,December,Macedon Ranges,18 - 24 years,172
2021,December,Macedon Ranges,25 - 29 years,123
2021,December,Macedon Ranges,30 - 34 years,125
2021,December,Macedon Ranges,35 - 39 years,87
2021,December,Macedon Ranges,40 - 44 years,76
2021,December,Macedon Ranges,45+ years,145
2021,December,Manningham,10 - 17 years,116
2021,December,Manningham,18 - 24 years,240
2021,December,Manningham,25 - 29 years,158
2021,December,Manningham,30 - 34 years,163
2021,December,Manningham,35 - 39 years,136
2021,December,Manningham,40 - 44 years,112
2021,December,Manningham,45+ years,253
2021,December,Mansfield,10 - 17 years,10
2021,December,Mansfield,18 - 24 years,30
2021,December,Mansfield,25 - 29 years,23
2021,December,Mansfield,30 - 34 years,15
2021,December,Mansfield,35 - 39 years,17
2021,December,Mansfield,40 - 44 years,26
2021,December,Mansfield,45+ years,80
2021,December,Maribyrnong,10 - 17 years,289
2021,December,Maribyrnong,18 - 24 years,368
2021,December,Maribyrnong,25 - 29 years,311
2021,December,Maribyrnong,30 - 34 years,350
2021,December,Maribyrnong,35 - 39 years,266
2021,December,Maribyrnong,40 - 44 years,204
2021,December,Maribyrnong,45+ years,401
2021,December,Maroondah,10 - 17 years,222
2021,December,Maroondah,18 - 24 years,496
2021,December,Maroondah,25 - 29 years,347
2021,December,Maroondah,30 - 34 years,334
2021,December,Maroondah,35 - 39 years,307
2021,December,Maroondah,40 - 44 years,305
2021,December,Maroondah,45+ years,519
2021,December,Melbourne,10 - 17 years,540
2021,December,Melbourne,18 - 24 years,"2,224"
2021,December,Melbourne,25 - 29 years,"1,841"
2021,December,Melbourne,30 - 34 years,"1,795"
2021,December,Melbourne,35 - 39 years,"1,490"
2021,December,Melbourne,40 - 44 years,"1,181"
2021,December,Melbourne,45+ years,"1,798"
2021,December,Melton,10 - 17 years,410
2021,December,Melton,18 - 24 years,660
2021,December,Melton,25 - 29 years,492
2021,December,Melton,30 - 34 years,493
2021,December,Melton,35 - 39 years,401
2021,December,Melton,40 - 44 years,363
2021,December,Melton,45+ years,557
2021,December,Merri-bek,10 - 17 years,202
2021,December,Merri-bek,18 - 24 years,480
2021,December,Merri-bek,25 - 29 years,413
2021,December,Merri-bek,30 - 34 years,430
2021,December,Merri-bek,35 - 39 years,450
2021,December,Merri-bek,40 - 44 years,332
2021,December,Merri-bek,45+ years,700
2021,December,Mildura,10 - 17 years,268
2021,December,Mildura,18 - 24 years,478
2021,December,Mildura,25 - 29 years,386
2021,December,Mildura,30 - 34 years,327
2021,December,Mildura,35 - 39 years,291
2021,December,Mildura,40 - 44 years,288
2021,December,Mildura,45+ years,473
2021,December,Mitchell,10 - 17 years,162
2021,December,Mitchell,18 - 24 years,217
2021,December,Mitchell,25 - 29 years,161
2021,December,Mitchell,30 - 34 years,210
2021,December,Mitchell,35 - 39 years,190
2021,December,Mitchell,40 - 44 years,149
2021,December,Mitchell,45+ years,295
2021,December,Moira,10 - 17 years,74
2021,December,Moira,18 - 24 years,136
2021,December,Moira,25 - 29 years,123
2021,December,Moira,30 - 34 years,131
2021,December,Moira,35 - 39 years,152
2021,December,Moira,40 - 44 years,87
2021,December,Moira,45+ years,184
2021,December,Monash,10 - 17 years,241
2021,December,Monash,18 - 24 years,518
2021,December,Monash,25 - 29 years,483
2021,December,Monash,30 - 34 years,446
2021,December,Monash,35 - 39 years,440
2021,December,Monash,40 - 44 years,336
2021,December,Monash,45+ years,686
2021,December,Moonee Valley,10 - 17 years,241
2021,December,Moonee Valley,18 - 24 years,366
2021,December,Moonee Valley,25 - 29 years,323
2021,December,Moonee Valley,30 - 34 years,319
2021,December,Moonee Valley,35 - 39 years,310
2021,December,Moonee Valley,40 - 44 years,243
2021,December,Moonee Valley,45+ years,447
2021,December,Moorabool,10 - 17 years,59
2021,December,Moorabool,18 - 24 years,134
2021,December,Moorabool,25 - 29 years,133
2021,December,Moorabool,30 - 34 years,109
2021,December,Moorabool,35 - 39 years,79
2021,December,Moorabool,40 - 44 years,79
2021,December,Moorabool,45+ years,153
2021,December,Mornington Peninsula,10 - 17 years,383
2021,December,Mornington Peninsula,18 - 24 years,610
2021,December,Mornington Peninsula,25 - 29 years,439
2021,December,Mornington Peninsula,30 - 34 years,381
2021,December,Mornington Peninsula,35 - 39 years,325
2021,December,Mornington Peninsula,40 - 44 years,428
2021,December,Mornington Peninsula,45+ years,771
2021,December,Mount Alexander,10 - 17 years,71
2021,December,Mount Alexander,18 - 24 years,73
2021,December,Mount Alexander,25 - 29 years,32
2021,December,Mount Alexander,30 - 34 years,40
2021,December,Mount Alexander,35 - 39 years,41
2021,December,Mount Alexander,40 - 44 years,25
2021,December,Mount Alexander,45+ years,99
2021,December,Moyne,10 - 17 years,75
2021,December,Moyne,18 - 24 years,34
2021,December,Moyne,25 - 29 years,23
2021,December,Moyne,30 - 34 years,40
2021,December,Moyne,35 - 39 years,27
2021,December,Moyne,40 - 44 years,19
2021,December,Moyne,45+ years,66
2021,December,Murrindindi,10 - 17 years,6
2021,December,Murrindindi,18 - 24 years,49
2021,December,Murrindindi,25 - 29 years,38
2021,December,Murrindindi,30 - 34 years,27
2021,December,Murrindindi,35 - 39 years,43
2021,December,Murrindindi,40 - 44 years,43
2021,December,Murrindindi,45+ years,78
2021,December,Nillumbik,10 - 17 years,105
2021,December,Nillumbik,18 - 24 years,133
2021,December,Nillumbik,25 - 29 years,71
2021,December,Nillumbik,30 - 34 years,56
2021,December,Nillumbik,35 - 39 years,65
2021,December,Nillumbik,40 - 44 years,62
2021,December,Nillumbik,45+ years,156
2021,December,Northern Grampians,10 - 17 years,20
2021,December,Northern Grampians,18 - 24 years,91
2021,December,Northern Grampians,25 - 29 years,88
2021,December,Northern Grampians,30 - 34 years,71
2021,December,Northern Grampians,35 - 39 years,76
2021,December,Northern Grampians,40 - 44 years,34
2021,December,Northern Grampians,45+ years,126
2021,December,Port Phillip,10 - 17 years,124
2021,December,Port Phillip,18 - 24 years,383
2021,December,Port Phillip,25 - 29 years,469
2021,December,Port Phillip,30 - 34 years,469
2021,December,Port Phillip,35 - 39 years,474
2021,December,Port Phillip,40 - 44 years,443
2021,December,Port Phillip,45+ years,757
2021,December,Pyrenees,10 - 17 years,13
2021,December,Pyrenees,18 - 24 years,22
2021,December,Pyrenees,25 - 29 years,16
2021,December,Pyrenees,30 - 34 years,25
2021,December,Pyrenees,35 - 39 years,19
2021,December,Pyrenees,40 - 44 years,10
2021,December,Pyrenees,45+ years,35
2021,December,Queenscliffe,10 - 17 years,
2021,December,Queenscliffe,18 - 24 years,
2021,December,Queenscliffe,25 - 29 years,
2021,December,Queenscliffe,35 - 39 years,
2021,December,Queenscliffe,40 - 44 years,
2021,December,Queenscliffe,45+ years,
2021,December,South Gippsland,10 - 17 years,61
2021,December,South Gippsland,18 - 24 years,82
2021,December,South Gippsland,25 - 29 years,76
2021,December,South Gippsland,30 - 34 years,88
2021,December,South Gippsland,35 - 39 years,51
2021,December,South Gippsland,40 - 44 years,66
2021,December,South Gippsland,45+ years,165
2021,December,Southern Grampians,10 - 17 years,47
2021,December,Southern Grampians,18 - 24 years,113
2021,December,Southern Grampians,25 - 29 years,70
2021,December,Southern Grampians,30 - 34 years,52
2021,December,Southern Grampians,35 - 39 years,63
2021,December,Southern Grampians,40 - 44 years,39
2021,December,Southern Grampians,45+ years,83
2021,December,Stonnington,10 - 17 years,176
2021,December,Stonnington,18 - 24 years,476
2021,December,Stonnington,25 - 29 years,438
2021,December,Stonnington,30 - 34 years,417
2021,December,Stonnington,35 - 39 years,390
2021,December,Stonnington,40 - 44 years,323
2021,December,Stonnington,45+ years,537
2021,December,Strathbogie,10 - 17 years,12
2021,December,Strathbogie,18 - 24 years,26
2021,December,Strathbogie,25 - 29 years,25
2021,December,Strathbogie,30 - 34 years,33
2021,December,Strathbogie,35 - 39 years,18
2021,December,Strathbogie,40 - 44 years,31
2021,December,Strathbogie,45+ years,56
2021,December,Surf Coast,10 - 17 years,55
2021,December,Surf Coast,18 - 24 years,132
2021,December,Surf Coast,25 - 29 years,53
2021,December,Surf Coast,30 - 34 years,38
2021,December,Surf Coast,35 - 39 years,58
2021,December,Surf Coast,40 - 44 years,30
2021,December,Surf Coast,45+ years,121
2021,December,Swan Hill,10 - 17 years,100
2021,December,Swan Hill,18 - 24 years,191
2021,December,Swan Hill,25 - 29 years,165
2021,December,Swan Hill,30 - 34 years,163
2021,December,Swan Hill,35 - 39 years,170
2021,December,Swan Hill,40 - 44 years,109
2021,December,Swan Hill,45+ years,237
2021,December,Towong,10 - 17 years,2
2021,December,Towong,18 - 24 years,7
2021,December,Towong,25 - 29 years,13
2021,December,Towong,30 - 34 years,9
2021,December,Towong,35 - 39 years,13
2021,December,Towong,40 - 44 years,4
2021,December,Towong,45+ years,24
2021,December,Wangaratta,10 - 17 years,121
2021,December,Wangaratta,18 - 24 years,173
2021,December,Wangaratta,25 - 29 years,103
2021,December,Wangaratta,30 - 34 years,96
2021,December,Wangaratta,35 - 39 years,105
2021,December,Wangaratta,40 - 44 years,111
2021,December,Wangaratta,45+ years,252
2021,December,Warrnambool,10 - 17 years,130
2021,December,Warrnambool,18 - 24 years,287
2021,December,Warrnambool,25 - 29 years,162
2021,December,Warrnambool,30 - 34 years,161
2021,December,Warrnambool,35 - 39 years,115
2021,December,Warrnambool,40 - 44 years,101
2021,December,Warrnambool,45+ years,216
2021,December,Wellington,10 - 17 years,238
2021,December,Wellington,18 - 24 years,276
2021,December,Wellington,25 - 29 years,170
2021,December,Wellington,30 - 34 years,188
2021,December,Wellington,35 - 39 years,227
2021,December,Wellington,40 - 44 years,146
2021,December,Wellington,45+ years,363
2021,December,West Wimmera,10 - 17 years,2
