Year,Year ending,Local Government Area,Harm Caused Flag,Age Group,Victim Reports
2018,December,Yarra,Medium Harm,25 - 44,538
2018,December,Yarra,Medium Harm,45+,285
2018,December,Yarra Ranges,High Harm,00 - 24,217
2018,December,Yarra Ranges,High Harm,25 - 44,178
2018,December,Yarra Ranges,High Harm,45+,105
2018,December,Yarra Ranges,Low Harm,00 - 24,214
2018,December,Yarra Ranges,Low Harm,25 - 44,693
2018,December,Yarra Ranges,Low Harm,45+,706
2018,December,Yarra Ranges,Medium Harm,00 - 24,223
2018,December,Yarra Ranges,Medium Harm,25 - 44,271
2018,December,Yarra Ranges,Medium Harm,45+,241
2018,December,Yarriambiack,High Harm,00 - 24,31
2018,December,Yarriambiack,High Harm,25 - 44,18
2018,December,Yarriambiack,High Harm,45+,21
2018,December,Yarriambiack,Low Harm,00 - 24,7
2018,December,Yarriambiack,Low Harm,25 - 44,33
2018,December,Yarriambiack,Low Harm,45+,61
2018,December,Yarriambiack,Medium Harm,00 - 24,19
2018,December,Yarriambiack,Medium Harm,25 - 44,20
2018,December,Yarriambiack,Medium Harm,45+,14
2017,December,Alpine,High Harm,00 - 24,16
2017,December,Alpine,High Harm,25 - 44,14
2017,December,Alpine,High Harm,45+,15
2017,December,Alpine,Low Harm,00 - 24,11
2017,December,Alpine,Low Harm,25 - 44,28
2017,December,Alpine,Low Harm,45+,48
2017,December,Alpine,Medium Harm,00 - 24,11
2017,December,Alpine,Medium Harm,25 - 44,12
2017,December,Alpine,Medium Harm,45+,12
2017,December,Ararat,High Harm,00 - 24,44
2017,December,Ararat,High Harm,25 - 44,43
2017,December,Ararat,High Harm,45+,20
2017,December,Ararat,Low Harm,00 - 24,33
2017,December,Ararat,Low Harm,25 - 44,75
2017,December,Ararat,Low Harm,45+,110
2017,December,Ararat,Medium Harm,00 - 24,41
2017,December,Ararat,Medium Harm,25 - 44,52
2017,December,Ararat,Medium Harm,45+,36
2017,December,Ballarat,High Harm,00 - 24,284
2017,December,Ballarat,High Harm,25 - 44,320
2017,December,Ballarat,High Harm,45+,206
2017,December,Ballarat,Low Harm,00 - 24,626
2017,December,Ballarat,Low Harm,25 - 44,"1,405"
2017,December,Ballarat,Low Harm,45+,"1,408"
2017,December,Ballarat,Medium Harm,00 - 24,335
2017,December,Ballarat,Medium Harm,25 - 44,462
2017,December,Ballarat,Medium Harm,45+,338
2017,December,Banyule,High Harm,00 - 24,143
2017,December,Banyule,High Harm,25 - 44,233
2017,December,Banyule,High Harm,45+,141
2017,December,Banyule,Low Harm,00 - 24,307
2017,December,Banyule,Low Harm,25 - 44,"1,322"
2017,December,Banyule,Low Harm,45+,"1,284"
2017,December,Banyule,Medium Harm,00 - 24,181
2017,December,Banyule,Medium Harm,25 - 44,328
2017,December,Banyule,Medium Harm,45+,270
2017,December,Bass Coast,High Harm,00 - 24,59
2017,December,Bass Coast,High Harm,25 - 44,63
2017,December,Bass Coast,High Harm,45+,48
2017,December,Bass Coast,Low Harm,00 - 24,82
2017,December,Bass Coast,Low Harm,25 - 44,203
2017,December,Bass Coast,Low Harm,45+,338
2017,December,Bass Coast,Medium Harm,00 - 24,68
2017,December,Bass Coast,Medium Harm,25 - 44,114
2017,December,Bass Coast,Medium Harm,45+,79
2017,December,Baw Baw,High Harm,00 - 24,92
2017,December,Baw Baw,High Harm,25 - 44,107
2017,December,Baw Baw,High Harm,45+,55
2017,December,Baw Baw,Low Harm,00 - 24,99
2017,December,Baw Baw,Low Harm,25 - 44,258
2017,December,Baw Baw,Low Harm,45+,330
2017,December,Baw Baw,Medium Harm,00 - 24,117
2017,December,Baw Baw,Medium Harm,25 - 44,157
2017,December,Baw Baw,Medium Harm,45+,106
2017,December,Bayside,High Harm,00 - 24,91
2017,December,Bayside,High Harm,25 - 44,92
2017,December,Bayside,High Harm,45+,94
2017,December,Bayside,Low Harm,00 - 24,181
2017,December,Bayside,Low Harm,25 - 44,694
2017,December,Bayside,Low Harm,45+,"1,028"
2017,December,Bayside,Medium Harm,00 - 24,124
2017,December,Bayside,Medium Harm,25 - 44,142
2017,December,Bayside,Medium Harm,45+,166
2017,December,Benalla,High Harm,00 - 24,53
2017,December,Benalla,High Harm,25 - 44,46
2017,December,Benalla,High Harm,45+,29
2017,December,Benalla,Low Harm,00 - 24,48
2017,December,Benalla,Low Harm,25 - 44,82
2017,December,Benalla,Low Harm,45+,137
2017,December,Benalla,Medium Harm,00 - 24,55
2017,December,Benalla,Medium Harm,25 - 44,57
2017,December,Benalla,Medium Harm,45+,39
2017,December,Boroondara,High Harm,00 - 24,114
2017,December,Boroondara,High Harm,25 - 44,121
2017,December,Boroondara,High Harm,45+,136
2017,December,Boroondara,Low Harm,00 - 24,357
2017,December,Boroondara,Low Harm,25 - 44,"1,130"
2017,December,Boroondara,Low Harm,45+,"1,367"
2017,December,Boroondara,Medium Harm,00 - 24,140
2017,December,Boroondara,Medium Harm,25 - 44,255
2017,December,Boroondara,Medium Harm,45+,189
2017,December,Brimbank,High Harm,00 - 24,470
2017,December,Brimbank,High Harm,25 - 44,588
2017,December,Brimbank,High Harm,45+,250
2017,December,Brimbank,Low Harm,00 - 24,680
2017,December,Brimbank,Low Harm,25 - 44,"2,360"
2017,December,Brimbank,Low Harm,45+,"1,716"
2017,December,Brimbank,Medium Harm,00 - 24,363
2017,December,Brimbank,Medium Harm,25 - 44,804
2017,December,Brimbank,Medium Harm,45+,471
2017,December,Buloke,High Harm,00 - 24,8
2017,December,Buloke,High Harm,25 - 44,7
2017,December,Buloke,High Harm,45+,7
2017,December,Buloke,Low Harm,00 - 24,2
2017,December,Buloke,Low Harm,25 - 44,10
2017,December,Buloke,Low Harm,45+,44
2017,December,Buloke,Medium Harm,00 - 24,6
2017,December,Buloke,Medium Harm,25 - 44,9
2017,December,Buloke,Medium Harm,45+,13
2017,December,Campaspe,High Harm,00 - 24,108
2017,December,Campaspe,High Harm,25 - 44,93
2017,December,Campaspe,High Harm,45+,52
2017,December,Campaspe,Low Harm,00 - 24,81
2017,December,Campaspe,Low Harm,25 - 44,271
2017,December,Campaspe,Low Harm,45+,369
2017,December,Campaspe,Medium Harm,00 - 24,64
2017,December,Campaspe,Medium Harm,25 - 44,90
2017,December,Campaspe,Medium Harm,45+,80
2017,December,Cardinia,High Harm,00 - 24,161
2017,December,Cardinia,High Harm,25 - 44,151
2017,December,Cardinia,High Harm,45+,78
2017,December,Cardinia,Low Harm,00 - 24,191
2017,December,Cardinia,Low Harm,25 - 44,653
2017,December,Cardinia,Low Harm,45+,518
2017,December,Cardinia,Medium Harm,00 - 24,238
2017,December,Cardinia,Medium Harm,25 - 44,258
2017,December,Cardinia,Medium Harm,45+,141
2017,December,Casey,High Harm,00 - 24,573
2017,December,Casey,High Harm,25 - 44,582
2017,December,Casey,High Harm,45+,282
2017,December,Casey,Low Harm,00 - 24,762
2017,December,Casey,Low Harm,25 - 44,"2,442"
2017,December,Casey,Low Harm,45+,"1,792"
2017,December,Casey,Medium Harm,00 - 24,914
2017,December,Casey,Medium Harm,25 - 44,"1,101"
2017,December,Casey,Medium Harm,45+,633
2017,December,Central Goldfields,High Harm,00 - 24,43
2017,December,Central Goldfields,High Harm,25 - 44,29
2017,December,Central Goldfields,High Harm,45+,20
2017,December,Central Goldfields,Low Harm,00 - 24,30
2017,December,Central Goldfields,Low Harm,25 - 44,69
2017,December,Central Goldfields,Low Harm,45+,130
2017,December,Central Goldfields,Medium Harm,00 - 24,49
2017,December,Central Goldfields,Medium Harm,25 - 44,34
2017,December,Central Goldfields,Medium Harm,45+,54
2017,December,Colac-Otway,High Harm,00 - 24,51
2017,December,Colac-Otway,High Harm,25 - 44,54
2017,December,Colac-Otway,High Harm,45+,37
2017,December,Colac-Otway,Low Harm,00 - 24,79
2017,December,Colac-Otway,Low Harm,25 - 44,176
2017,December,Colac-Otway,Low Harm,45+,253
2017,December,Colac-Otway,Medium Harm,00 - 24,59
2017,December,Colac-Otway,Medium Harm,25 - 44,57
2017,December,Colac-Otway,Medium Harm,45+,49
2017,December,Corangamite,High Harm,00 - 24,27
2017,December,Corangamite,High Harm,25 - 44,26
2017,December,Corangamite,High Harm,45+,27
2017,December,Corangamite,Low Harm,00 - 24,19
2017,December,Corangamite,Low Harm,25 - 44,70
2017,December,Corangamite,Low Harm,45+,140
2017,December,Corangamite,Medium Harm,00 - 24,27
2017,December,Corangamite,Medium Harm,25 - 44,36
2017,December,Corangamite,Medium Harm,45+,35
2017,December,Darebin,High Harm,00 - 24,182
2017,December,Darebin,High Harm,25 - 44,361
2017,December,Darebin,High Harm,45+,157
2017,December,Darebin,Low Harm,00 - 24,674
2017,December,Darebin,Low Harm,25 - 44,"2,652"
2017,December,Darebin,Low Harm,45+,"1,761"
2017,December,Darebin,Medium Harm,00 - 24,276
2017,December,Darebin,Medium Harm,25 - 44,599
2017,December,Darebin,Medium Harm,45+,364
2017,December,East Gippsland,High Harm,00 - 24,143
2017,December,East Gippsland,High Harm,25 - 44,173
2017,December,East Gippsland,High Harm,45+,93
2017,December,East Gippsland,Low Harm,00 - 24,98
2017,December,East Gippsland,Low Harm,25 - 44,260
2017,December,East Gippsland,Low Harm,45+,417
2017,December,East Gippsland,Medium Harm,00 - 24,123
2017,December,East Gippsland,Medium Harm,25 - 44,146
2017,December,East Gippsland,Medium Harm,45+,107
2017,December,Frankston,High Harm,00 - 24,316
2017,December,Frankston,High Harm,25 - 44,370
2017,December,Frankston,High Harm,45+,215
2017,December,Frankston,Low Harm,00 - 24,442
2017,December,Frankston,Low Harm,25 - 44,"1,388"
2017,December,Frankston,Low Harm,45+,"1,221"
2017,December,Frankston,Medium Harm,00 - 24,333
2017,December,Frankston,Medium Harm,25 - 44,480
2017,December,Frankston,Medium Harm,45+,353
2017,December,Gannawarra,High Harm,00 - 24,7
2017,December,Gannawarra,High Harm,25 - 44,18
2017,December,Gannawarra,High Harm,45+,14
2017,December,Gannawarra,Low Harm,00 - 24,13
2017,December,Gannawarra,Low Harm,25 - 44,39
2017,December,Gannawarra,Low Harm,45+,72
2017,December,Gannawarra,Medium Harm,00 - 24,15
2017,December,Gannawarra,Medium Harm,25 - 44,36
2017,December,Gannawarra,Medium Harm,45+,17
2017,December,Glen Eira,High Harm,00 - 24,137
2017,December,Glen Eira,High Harm,25 - 44,165
2017,December,Glen Eira,High Harm,45+,139
2017,December,Glen Eira,Low Harm,00 - 24,300
2017,December,Glen Eira,Low Harm,25 - 44,"1,171"
2017,December,Glen Eira,Low Harm,45+,"1,063"
2017,December,Glen Eira,Medium Harm,00 - 24,161
2017,December,Glen Eira,Medium Harm,25 - 44,250
2017,December,Glen Eira,Medium Harm,45+,193
2017,December,Glenelg,High Harm,00 - 24,47
2017,December,Glenelg,High Harm,25 - 44,50
2017,December,Glenelg,High Harm,45+,35
2017,December,Glenelg,Low Harm,00 - 24,40
2017,December,Glenelg,Low Harm,25 - 44,129
2017,December,Glenelg,Low Harm,45+,224
2017,December,Glenelg,Medium Harm,00 - 24,41
2017,December,Glenelg,Medium Harm,25 - 44,52
2017,December,Glenelg,Medium Harm,45+,37
2017,December,Golden Plains,High Harm,00 - 24,36
2017,December,Golden Plains,High Harm,25 - 44,11
2017,December,Golden Plains,High Harm,45+,17
2017,December,Golden Plains,Low Harm,00 - 24,12
2017,December,Golden Plains,Low Harm,25 - 44,57
2017,December,Golden Plains,Low Harm,45+,100
2017,December,Golden Plains,Medium Harm,00 - 24,8
2017,December,Golden Plains,Medium Harm,25 - 44,25
2017,December,Golden Plains,Medium Harm,45+,22
2017,December,Greater Bendigo,High Harm,00 - 24,284
2017,December,Greater Bendigo,High Harm,25 - 44,219
2017,December,Greater Bendigo,High Harm,45+,126
2017,December,Greater Bendigo,Low Harm,00 - 24,320
2017,December,Greater Bendigo,Low Harm,25 - 44,798
2017,December,Greater Bendigo,Low Harm,45+,853
2017,December,Greater Bendigo,Medium Harm,00 - 24,232
2017,December,Greater Bendigo,Medium Harm,25 - 44,345
2017,December,Greater Bendigo,Medium Harm,45+,239
2017,December,Greater Dandenong,High Harm,00 - 24,365
2017,December,Greater Dandenong,High Harm,25 - 44,507
2017,December,Greater Dandenong,High Harm,45+,259
2017,December,Greater Dandenong,Low Harm,00 - 24,617
2017,December,Greater Dandenong,Low Harm,25 - 44,"2,070"
2017,December,Greater Dandenong,Low Harm,45+,"1,359"
2017,December,Greater Dandenong,Medium Harm,00 - 24,607
2017,December,Greater Dandenong,Medium Harm,25 - 44,964
2017,December,Greater Dandenong,Medium Harm,45+,510
2017,December,Greater Geelong,High Harm,00 - 24,466
2017,December,Greater Geelong,High Harm,25 - 44,532
2017,December,Greater Geelong,High Harm,45+,424
2017,December,Greater Geelong,Low Harm,00 - 24,861
2017,December,Greater Geelong,Low Harm,25 - 44,"2,635"
2017,December,Greater Geelong,Low Harm,45+,"2,613"
2017,December,Greater Geelong,Medium Harm,00 - 24,414
2017,December,Greater Geelong,Medium Harm,25 - 44,822
2017,December,Greater Geelong,Medium Harm,45+,602
2017,December,Greater Shepparton,High Harm,00 - 24,190
2017,December,Greater Shepparton,High Harm,25 - 44,272
2017,December,Greater Shepparton,High Harm,45+,149
2017,December,Greater Shepparton,Low Harm,00 - 24,229
2017,December,Greater Shepparton,Low Harm,25 - 44,640
2017,December,Greater Shepparton,Low Harm,45+,772
2017,December,Greater Shepparton,Medium Harm,00 - 24,157
2017,December,Greater Shepparton,Medium Harm,25 - 44,244
2017,December,Greater Shepparton,Medium Harm,45+,196
2017,December,Hepburn,High Harm,00 - 24,16
2017,December,Hepburn,High Harm,25 - 44,18
2017,December,Hepburn,High Harm,45+,25
2017,December,Hepburn,Low Harm,00 - 24,15
2017,December,Hepburn,Low Harm,25 - 44,81
2017,December,Hepburn,Low Harm,45+,134
2017,December,Hepburn,Medium Harm,00 - 24,22
2017,December,Hepburn,Medium Harm,25 - 44,44
2017,December,Hepburn,Medium Harm,45+,48
2017,December,Hindmarsh,High Harm,00 - 24,14
2017,December,Hindmarsh,High Harm,25 - 44,16
2017,December,Hindmarsh,High Harm,45+,9
2017,December,Hindmarsh,Low Harm,00 - 24,9
2017,December,Hindmarsh,Low Harm,25 - 44,20
2017,December,Hindmarsh,Low Harm,45+,43
2017,December,Hindmarsh,Medium Harm,00 - 24,17
2017,December,Hindmarsh,Medium Harm,25 - 44,15
2017,December,Hindmarsh,Medium Harm,45+,15
2017,December,Hobsons Bay,High Harm,00 - 24,112
2017,December,Hobsons Bay,High Harm,25 - 44,169
2017,December,Hobsons Bay,High Harm,45+,91
2017,December,Hobsons Bay,Low Harm,00 - 24,234
2017,December,Hobsons Bay,Low Harm,25 - 44,813
2017,December,Hobsons Bay,Low Harm,45+,722
2017,December,Hobsons Bay,Medium Harm,00 - 24,122
2017,December,Hobsons Bay,Medium Harm,25 - 44,241
2017,December,Hobsons Bay,Medium Harm,45+,192
2017,December,Horsham,High Harm,00 - 24,111
2017,December,Horsham,High Harm,25 - 44,62
2017,December,Horsham,High Harm,45+,27
2017,December,Horsham,Low Harm,00 - 24,88
2017,December,Horsham,Low Harm,25 - 44,134
2017,December,Horsham,Low Harm,45+,170
2017,December,Horsham,Medium Harm,00 - 24,118
2017,December,Horsham,Medium Harm,25 - 44,75
2017,December,Horsham,Medium Harm,45+,35
2017,December,Hume,High Harm,00 - 24,449
2017,December,Hume,High Harm,25 - 44,496
2017,December,Hume,High Harm,45+,223
2017,December,Hume,Low Harm,00 - 24,764
2017,December,Hume,Low Harm,25 - 44,"2,643"
2017,December,Hume,Low Harm,45+,"1,976"
2017,December,Hume,Medium Harm,00 - 24,513
2017,December,Hume,Medium Harm,25 - 44,"1,002"
2017,December,Hume,Medium Harm,45+,547
2017,December,Indigo,High Harm,00 - 24,29
2017,December,Indigo,High Harm,25 - 44,26
2017,December,Indigo,High Harm,45+,15
2017,December,Indigo,Low Harm,00 - 24,7
2017,December,Indigo,Low Harm,25 - 44,34
2017,December,Indigo,Low Harm,45+,69
2017,December,Indigo,Medium Harm,00 - 24,9
2017,December,Indigo,Medium Harm,25 - 44,16
2017,December,Indigo,Medium Harm,45+,23
2017,December,Kingston,High Harm,00 - 24,200
2017,December,Kingston,High Harm,25 - 44,240
2017,December,Kingston,High Harm,45+,172
2017,December,Kingston,Low Harm,00 - 24,367
2017,December,Kingston,Low Harm,25 - 44,"1,149"
2017,December,Kingston,Low Harm,45+,"1,137"
2017,December,Kingston,Medium Harm,00 - 24,175
2017,December,Kingston,Medium Harm,25 - 44,316
2017,December,Kingston,Medium Harm,45+,270
2017,December,Knox,High Harm,00 - 24,193
2017,December,Knox,High Harm,25 - 44,287
2017,December,Knox,High Harm,45+,158
2017,December,Knox,Low Harm,00 - 24,424
2017,December,Knox,Low Harm,25 - 44,"1,268"
2017,December,Knox,Low Harm,45+,"1,140"
2017,December,Knox,Medium Harm,00 - 24,251
2017,December,Knox,Medium Harm,25 - 44,422
2017,December,Knox,Medium Harm,45+,331
2017,December,Latrobe,High Harm,00 - 24,378
2017,December,Latrobe,High Harm,25 - 44,416
2017,December,Latrobe,High Harm,45+,196
2017,December,Latrobe,Low Harm,00 - 24,431
2017,December,Latrobe,Low Harm,25 - 44,"1,024"
2017,December,Latrobe,Low Harm,45+,"1,011"
2017,December,Latrobe,Medium Harm,00 - 24,377
2017,December,Latrobe,Medium Harm,25 - 44,521
2017,December,Latrobe,Medium Harm,45+,340
2017,December,Loddon,High Harm,00 - 24,14
2017,December,Loddon,High Harm,25 - 44,5
2017,December,Loddon,High Harm,45+,12
2017,December,Loddon,Low Harm,00 - 24,6
2017,December,Loddon,Low Harm,25 - 44,24
2017,December,Loddon,Low Harm,45+,76
2017,December,Loddon,Medium Harm,00 - 24,7
2017,December,Loddon,Medium Harm,25 - 44,13
2017,December,Loddon,Medium Harm,45+,14
2017,December,Macedon Ranges,High Harm,00 - 24,46
2017,December,Macedon Ranges,High Harm,25 - 44,31
2017,December,Macedon Ranges,High Harm,45+,28
2017,December,Macedon Ranges,Low Harm,00 - 24,51
2017,December,Macedon Ranges,Low Harm,25 - 44,198
2017,December,Macedon Ranges,Low Harm,45+,288
2017,December,Macedon Ranges,Medium Harm,00 - 24,39
2017,December,Macedon Ranges,Medium Harm,25 - 44,76
2017,December,Macedon Ranges,Medium Harm,45+,74
2017,December,Manningham,High Harm,00 - 24,83
2017,December,Manningham,High Harm,25 - 44,115
2017,December,Manningham,High Harm,45+,89
2017,December,Manningham,Low Harm,00 - 24,176
2017,December,Manningham,Low Harm,25 - 44,633
2017,December,Manningham,Low Harm,45+,834
2017,December,Manningham,Medium Harm,00 - 24,113
2017,December,Manningham,Medium Harm,25 - 44,141
2017,December,Manningham,Medium Harm,45+,152
2017,December,Mansfield,High Harm,00 - 24,8
2017,December,Mansfield,High Harm,25 - 44,19
2017,December,Mansfield,High Harm,45+,10
2017,December,Mansfield,Low Harm,00 - 24,16
2017,December,Mansfield,Low Harm,25 - 44,63
2017,December,Mansfield,Low Harm,45+,125
2017,December,Mansfield,Medium Harm,00 - 24,13
2017,December,Mansfield,Medium Harm,25 - 44,13
2017,December,Mansfield,Medium Harm,45+,14
2017,December,Maribyrnong,High Harm,00 - 24,160
2017,December,Maribyrnong,High Harm,25 - 44,241
2017,December,Maribyrnong,High Harm,45+,105
2017,December,Maribyrnong,Low Harm,00 - 24,412
2017,December,Maribyrnong,Low Harm,25 - 44,"1,547"
2017,December,Maribyrnong,Low Harm,45+,778
2017,December,Maribyrnong,Medium Harm,00 - 24,165
2017,December,Maribyrnong,Medium Harm,25 - 44,335
2017,December,Maribyrnong,Medium Harm,45+,175
2017,December,Maroondah,High Harm,00 - 24,175
2017,December,Maroondah,High Harm,25 - 44,193
2017,December,Maroondah,High Harm,45+,120
2017,December,Maroondah,Low Harm,00 - 24,243
2017,December,Maroondah,Low Harm,25 - 44,877
2017,December,Maroondah,Low Harm,45+,735
2017,December,Maroondah,Medium Harm,00 - 24,193
2017,December,Maroondah,Medium Harm,25 - 44,327
2017,December,Maroondah,Medium Harm,45+,207
2017,December,Melbourne,High Harm,00 - 24,917
2017,December,Melbourne,High Harm,25 - 44,"1,157"
2017,December,Melbourne,High Harm,45+,309
2017,December,Melbourne,Low Harm,00 - 24,"2,030"
2017,December,Melbourne,Low Harm,25 - 44,"4,105"
2017,December,Melbourne,Low Harm,45+,"1,813"
2017,December,Melbourne,Medium Harm,00 - 24,625
2017,December,Melbourne,Medium Harm,25 - 44,"1,223"
2017,December,Melbourne,Medium Harm,45+,449
2017,December,Melton,High Harm,00 - 24,296
2017,December,Melton,High Harm,25 - 44,344
2017,December,Melton,High Harm,45+,128
2017,December,Melton,Low Harm,00 - 24,418
2017,December,Melton,Low Harm,25 - 44,"1,525"
2017,December,Melton,Low Harm,45+,"1,033"
2017,December,Melton,Medium Harm,00 - 24,210
2017,December,Melton,Medium Harm,25 - 44,449
2017,December,Melton,Medium Harm,45+,289
2017,December,Merri-bek,High Harm,00 - 24,234
2017,December,Merri-bek,High Harm,25 - 44,390
2017,December,Merri-bek,High Harm,45+,184
2017,December,Merri-bek,Low Harm,00 - 24,629
2017,December,Merri-bek,Low Harm,25 - 44,"2,719"
2017,December,Merri-bek,Low Harm,45+,"1,595"
2017,December,Merri-bek,Medium Harm,00 - 24,237
2017,December,Merri-bek,Medium Harm,25 - 44,648
2017,December,Merri-bek,Medium Harm,45+,370
2017,December,Mildura,High Harm,00 - 24,135
2017,December,Mildura,High Harm,25 - 44,227
2017,December,Mildura,High Harm,45+,133
2017,December,Mildura,Low Harm,00 - 24,205
2017,December,Mildura,Low Harm,25 - 44,506
2017,December,Mildura,Low Harm,45+,627
2017,December,Mildura,Medium Harm,00 - 24,185
2017,December,Mildura,Medium Harm,25 - 44,228
2017,December,Mildura,Medium Harm,45+,156
2017,December,Mitchell,High Harm,00 - 24,101
2017,December,Mitchell,High Harm,25 - 44,127
2017,December,Mitchell,High Harm,45+,56
2017,December,Mitchell,Low Harm,00 - 24,95
2017,December,Mitchell,Low Harm,25 - 44,350
2017,December,Mitchell,Low Harm,45+,443
2017,December,Mitchell,Medium Harm,00 - 24,99
2017,December,Mitchell,Medium Harm,25 - 44,189
2017,December,Mitchell,Medium Harm,45+,130
2017,December,Moira,High Harm,00 - 24,54
2017,December,Moira,High Harm,25 - 44,56
2017,December,Moira,High Harm,45+,27
2017,December,Moira,Low Harm,00 - 24,37
2017,December,Moira,Low Harm,25 - 44,123
2017,December,Moira,Low Harm,45+,215
2017,December,Moira,Medium Harm,00 - 24,49
2017,December,Moira,Medium Harm,25 - 44,68
2017,December,Moira,Medium Harm,45+,52
2017,December,Monash,High Harm,00 - 24,202
2017,December,Monash,High Harm,25 - 44,233
2017,December,Monash,High Harm,45+,152
2017,December,Monash,Low Harm,00 - 24,534
2017,December,Monash,Low Harm,25 - 44,"1,703"
2017,December,Monash,Low Harm,45+,"1,356"
2017,December,Monash,Medium Harm,00 - 24,263
2017,December,Monash,Medium Harm,25 - 44,406
2017,December,Monash,Medium Harm,45+,300
2017,December,Moonee Valley,High Harm,00 - 24,155
2017,December,Moonee Valley,High Harm,25 - 44,233
2017,December,Moonee Valley,High Harm,45+,143
2017,December,Moonee Valley,Low Harm,00 - 24,331
2017,December,Moonee Valley,Low Harm,25 - 44,"1,341"
2017,December,Moonee Valley,Low Harm,45+,"1,101"
2017,December,Moonee Valley,Medium Harm,00 - 24,131
2017,December,Moonee Valley,Medium Harm,25 - 44,310
2017,December,Moonee Valley,Medium Harm,45+,238
2017,December,Moorabool,High Harm,00 - 24,55
2017,December,Moorabool,High Harm,25 - 44,64
2017,December,Moorabool,High Harm,45+,33
2017,December,Moorabool,Low Harm,00 - 24,51
2017,December,Moorabool,Low Harm,25 - 44,203
2017,December,Moorabool,Low Harm,45+,275
2017,December,Moorabool,Medium Harm,00 - 24,49
2017,December,Moorabool,Medium Harm,25 - 44,103
2017,December,Moorabool,Medium Harm,45+,64
2017,December,Mornington Peninsula,High Harm,00 - 24,218
2017,December,Mornington Peninsula,High Harm,25 - 44,216
2017,December,Mornington Peninsula,High Harm,45+,195
2017,December,Mornington Peninsula,Low Harm,00 - 24,317
2017,December,Mornington Peninsula,Low Harm,25 - 44,"1,021"
2017,December,Mornington Peninsula,Low Harm,45+,"1,682"
2017,December,Mornington Peninsula,Medium Harm,00 - 24,217
2017,December,Mornington Peninsula,Medium Harm,25 - 44,332
2017,December,Mornington Peninsula,Medium Harm,45+,282
2017,December,Mount Alexander,High Harm,00 - 24,11
2017,December,Mount Alexander,High Harm,25 - 44,18
2017,December,Mount Alexander,High Harm,45+,29
2017,December,Mount Alexander,Low Harm,00 - 24,16
2017,December,Mount Alexander,Low Harm,25 - 44,63
2017,December,Mount Alexander,Low Harm,45+,153
2017,December,Mount Alexander,Medium Harm,00 - 24,13
2017,December,Mount Alexander,Medium Harm,25 - 44,30
2017,December,Mount Alexander,Medium Harm,45+,27
2017,December,Moyne,High Harm,00 - 24,29
2017,December,Moyne,High Harm,25 - 44,19
2017,December,Moyne,High Harm,45+,9
2017,December,Moyne,Low Harm,00 - 24,18
2017,December,Moyne,Low Harm,25 - 44,45
2017,December,Moyne,Low Harm,45+,82
2017,December,Moyne,Medium Harm,00 - 24,23
2017,December,Moyne,Medium Harm,25 - 44,20
2017,December,Moyne,Medium Harm,45+,14
2017,December,Murrindindi,High Harm,00 - 24,27
2017,December,Murrindindi,High Harm,25 - 44,27
2017,December,Murrindindi,High Harm,45+,21
2017,December,Murrindindi,Low Harm,00 - 24,11
2017,December,Murrindindi,Low Harm,25 - 44,31
2017,December,Murrindindi,Low Harm,45+,114
2017,December,Murrindindi,Medium Harm,00 - 24,9
2017,December,Murrindindi,Medium Harm,25 - 44,28
2017,December,Murrindindi,Medium Harm,45+,35
2017,December,Nillumbik,High Harm,00 - 24,47
2017,December,Nillumbik,High Harm,25 - 44,40
2017,December,Nillumbik,High Harm,45+,26
2017,December,Nillumbik,Low Harm,00 - 24,94
2017,December,Nillumbik,Low Harm,25 - 44,318
2017,December,Nillumbik,Low Harm,45+,417
2017,December,Nillumbik,Medium Harm,00 - 24,62
2017,December,Nillumbik,Medium Harm,25 - 44,99
2017,December,Nillumbik,Medium Harm,45+,81
2017,December,Northern Grampians,High Harm,00 - 24,45
2017,December,Northern Grampians,High Harm,25 - 44,27
2017,December,Northern Grampians,High Harm,45+,25
2017,December,Northern Grampians,Low Harm,00 - 24,24
2017,December,Northern Grampians,Low Harm,25 - 44,50
2017,December,Northern Grampians,Low Harm,45+,90
2017,December,Northern Grampians,Medium Harm,00 - 24,34
2017,December,Northern Grampians,Medium Harm,25 - 44,37
2017,December,Northern Grampians,Medium Harm,45+,26
2017,December,Port Phillip,High Harm,00 - 24,187
2017,December,Port Phillip,High Harm,25 - 44,446
2017,December,Port Phillip,High Harm,45+,192
2017,December,Port Phillip,Low Harm,00 - 24,488
2017,December,Port Phillip,Low Harm,25 - 44,"2,331"
2017,December,Port Phillip,Low Harm,45+,"1,510"
2017,December,Port Phillip,Medium Harm,00 - 24,175
2017,December,Port Phillip,Medium Harm,25 - 44,524
2017,December,Port Phillip,Medium Harm,45+,309
2017,December,Pyrenees,High Harm,00 - 24,18
2017,December,Pyrenees,High Harm,25 - 44,16
2017,December,Pyrenees,High Harm,45+,17
2017,December,Pyrenees,Low Harm,00 - 24,11
2017,December,Pyrenees,Low Harm,25 - 44,47
2017,December,Pyrenees,Low Harm,45+,78
2017,December,Pyrenees,Medium Harm,00 - 24,15
2017,December,Pyrenees,Medium Harm,25 - 44,20
2017,December,Pyrenees,Medium Harm,45+,22
2017,December,Queenscliffe,High Harm,00 - 24,
2017,December,Queenscliffe,High Harm,25 - 44,
2017,December,Queenscliffe,High Harm,45+,
2017,December,Queenscliffe,Low Harm,00 - 24,4
