Year,Year ending,Local Government Area,Harm Caused Flag,Age Group,Victim Reports
2020,December,Horsham,High Harm,00 - 24,74
2020,December,Horsham,High Harm,25 - 44,82
2020,December,Horsham,High Harm,45+,42
2020,December,Horsham,Low Harm,00 - 24,41
2020,December,Horsham,Low Harm,25 - 44,99
2020,December,Horsham,Low Harm,45+,125
2020,December,Horsham,Medium Harm,00 - 24,82
2020,December,Horsham,Medium Harm,25 - 44,72
2020,December,Horsham,Medium Harm,45+,51
2020,December,Hume,High Harm,00 - 24,463
2020,December,Hume,High Harm,25 - 44,544
2020,December,Hume,High Harm,45+,227
2020,December,Hume,Low Harm,00 - 24,565
2020,December,Hume,Low Harm,25 - 44,"2,052"
2020,December,Hume,Low Harm,45+,"1,491"
2020,December,Hume,Medium Harm,00 - 24,510
2020,December,Hume,Medium Harm,25 - 44,"1,064"
2020,December,Hume,Medium Harm,45+,601
2020,December,Indigo,High Harm,00 - 24,18
2020,December,Indigo,High Harm,25 - 44,13
2020,December,Indigo,High Harm,45+,12
2020,December,Indigo,Low Harm,00 - 24,15
2020,December,Indigo,Low Harm,25 - 44,37
2020,December,Indigo,Low Harm,45+,73
2020,December,Indigo,Medium Harm,00 - 24,14
2020,December,Indigo,Medium Harm,25 - 44,13
2020,December,Indigo,Medium Harm,45+,25
2020,December,Kingston,High Harm,00 - 24,158
2020,December,Kingston,High Harm,25 - 44,229
2020,December,Kingston,High Harm,45+,187
2020,December,Kingston,Low Harm,00 - 24,319
2020,December,Kingston,Low Harm,25 - 44,"1,277"
2020,December,Kingston,Low Harm,45+,"1,286"
2020,December,Kingston,Medium Harm,00 - 24,284
2020,December,Kingston,Medium Harm,25 - 44,398
2020,December,Kingston,Medium Harm,45+,377
2020,December,Knox,High Harm,00 - 24,189
2020,December,Knox,High Harm,25 - 44,239
2020,December,Knox,High Harm,45+,134
2020,December,Knox,Low Harm,00 - 24,343
2020,December,Knox,Low Harm,25 - 44,"1,279"
2020,December,Knox,Low Harm,45+,"1,205"
2020,December,Knox,Medium Harm,00 - 24,251
2020,December,Knox,Medium Harm,25 - 44,411
2020,December,Knox,Medium Harm,45+,299
2020,December,Latrobe,High Harm,00 - 24,305
2020,December,Latrobe,High Harm,25 - 44,425
2020,December,Latrobe,High Harm,45+,235
2020,December,Latrobe,Low Harm,00 - 24,317
2020,December,Latrobe,Low Harm,25 - 44,984
2020,December,Latrobe,Low Harm,45+,"1,176"
2020,December,Latrobe,Medium Harm,00 - 24,285
2020,December,Latrobe,Medium Harm,25 - 44,465
2020,December,Latrobe,Medium Harm,45+,324
2020,December,Loddon,High Harm,00 - 24,8
2020,December,Loddon,High Harm,25 - 44,11
2020,December,Loddon,High Harm,45+,18
2020,December,Loddon,Low Harm,00 - 24,5
2020,December,Loddon,Low Harm,25 - 44,25
2020,December,Loddon,Low Harm,45+,83
2020,December,Loddon,Medium Harm,00 - 24,12
2020,December,Loddon,Medium Harm,25 - 44,13
2020,December,Loddon,Medium Harm,45+,21
2020,December,Macedon Ranges,High Harm,00 - 24,47
2020,December,Macedon Ranges,High Harm,25 - 44,50
2020,December,Macedon Ranges,High Harm,45+,44
2020,December,Macedon Ranges,Low Harm,00 - 24,37
2020,December,Macedon Ranges,Low Harm,25 - 44,149
2020,December,Macedon Ranges,Low Harm,45+,290
2020,December,Macedon Ranges,Medium Harm,00 - 24,61
2020,December,Macedon Ranges,Medium Harm,25 - 44,70
2020,December,Macedon Ranges,Medium Harm,45+,79
2020,December,Manningham,High Harm,00 - 24,84
2020,December,Manningham,High Harm,25 - 44,105
2020,December,Manningham,High Harm,45+,73
2020,December,Manningham,Low Harm,00 - 24,159
2020,December,Manningham,Low Harm,25 - 44,589
2020,December,Manningham,Low Harm,45+,644
2020,December,Manningham,Medium Harm,00 - 24,119
2020,December,Manningham,Medium Harm,25 - 44,187
2020,December,Manningham,Medium Harm,45+,122
2020,December,Mansfield,High Harm,00 - 24,18
2020,December,Mansfield,High Harm,25 - 44,8
2020,December,Mansfield,High Harm,45+,6
2020,December,Mansfield,Low Harm,00 - 24,10
2020,December,Mansfield,Low Harm,25 - 44,29
2020,December,Mansfield,Low Harm,45+,48
2020,December,Mansfield,Medium Harm,00 - 24,11
2020,December,Mansfield,Medium Harm,25 - 44,13
2020,December,Mansfield,Medium Harm,45+,8
2020,December,Maribyrnong,High Harm,00 - 24,166
2020,December,Maribyrnong,High Harm,25 - 44,252
2020,December,Maribyrnong,High Harm,45+,132
2020,December,Maribyrnong,Low Harm,00 - 24,313
2020,December,Maribyrnong,Low Harm,25 - 44,"1,637"
2020,December,Maribyrnong,Low Harm,45+,846
2020,December,Maribyrnong,Medium Harm,00 - 24,123
2020,December,Maribyrnong,Medium Harm,25 - 44,354
2020,December,Maribyrnong,Medium Harm,45+,218
2020,December,Maroondah,High Harm,00 - 24,138
2020,December,Maroondah,High Harm,25 - 44,174
2020,December,Maroondah,High Harm,45+,122
2020,December,Maroondah,Low Harm,00 - 24,192
2020,December,Maroondah,Low Harm,25 - 44,678
2020,December,Maroondah,Low Harm,45+,692
2020,December,Maroondah,Medium Harm,00 - 24,182
2020,December,Maroondah,Medium Harm,25 - 44,281
2020,December,Maroondah,Medium Harm,45+,228
2020,December,Melbourne,High Harm,00 - 24,636
2020,December,Melbourne,High Harm,25 - 44,"1,000"
2020,December,Melbourne,High Harm,45+,294
2020,December,Melbourne,Low Harm,00 - 24,"1,328"
2020,December,Melbourne,Low Harm,25 - 44,"3,560"
2020,December,Melbourne,Low Harm,45+,"1,630"
2020,December,Melbourne,Medium Harm,00 - 24,530
2020,December,Melbourne,Medium Harm,25 - 44,"1,216"
2020,December,Melbourne,Medium Harm,45+,449
2020,December,Melton,High Harm,00 - 24,323
2020,December,Melton,High Harm,25 - 44,407
2020,December,Melton,High Harm,45+,142
2020,December,Melton,Low Harm,00 - 24,350
2020,December,Melton,Low Harm,25 - 44,"1,326"
2020,December,Melton,Low Harm,45+,876
2020,December,Melton,Medium Harm,00 - 24,317
2020,December,Melton,Medium Harm,25 - 44,687
2020,December,Melton,Medium Harm,45+,348
2020,December,Merri-bek,High Harm,00 - 24,227
2020,December,Merri-bek,High Harm,25 - 44,340
2020,December,Merri-bek,High Harm,45+,150
2020,December,Merri-bek,Low Harm,00 - 24,489
2020,December,Merri-bek,Low Harm,25 - 44,"2,470"
2020,December,Merri-bek,Low Harm,45+,"1,423"
2020,December,Merri-bek,Medium Harm,00 - 24,255
2020,December,Merri-bek,Medium Harm,25 - 44,655
2020,December,Merri-bek,Medium Harm,45+,417
2020,December,Mildura,High Harm,00 - 24,149
2020,December,Mildura,High Harm,25 - 44,214
2020,December,Mildura,High Harm,45+,111
2020,December,Mildura,Low Harm,00 - 24,159
2020,December,Mildura,Low Harm,25 - 44,527
2020,December,Mildura,Low Harm,45+,533
2020,December,Mildura,Medium Harm,00 - 24,176
2020,December,Mildura,Medium Harm,25 - 44,285
2020,December,Mildura,Medium Harm,45+,186
2020,December,Mitchell,High Harm,00 - 24,76
2020,December,Mitchell,High Harm,25 - 44,131
2020,December,Mitchell,High Harm,45+,47
2020,December,Mitchell,Low Harm,00 - 24,86
2020,December,Mitchell,Low Harm,25 - 44,286
2020,December,Mitchell,Low Harm,45+,350
2020,December,Mitchell,Medium Harm,00 - 24,225
2020,December,Mitchell,Medium Harm,25 - 44,218
2020,December,Mitchell,Medium Harm,45+,161
2020,December,Moira,High Harm,00 - 24,59
2020,December,Moira,High Harm,25 - 44,43
2020,December,Moira,High Harm,45+,38
2020,December,Moira,Low Harm,00 - 24,43
2020,December,Moira,Low Harm,25 - 44,172
2020,December,Moira,Low Harm,45+,237
2020,December,Moira,Medium Harm,00 - 24,47
2020,December,Moira,Medium Harm,25 - 44,57
2020,December,Moira,Medium Harm,45+,67
2020,December,Monash,High Harm,00 - 24,160
2020,December,Monash,High Harm,25 - 44,262
2020,December,Monash,High Harm,45+,122
2020,December,Monash,Low Harm,00 - 24,568
2020,December,Monash,Low Harm,25 - 44,"1,636"
2020,December,Monash,Low Harm,45+,"1,375"
2020,December,Monash,Medium Harm,00 - 24,306
2020,December,Monash,Medium Harm,25 - 44,522
2020,December,Monash,Medium Harm,45+,334
2020,December,Moonee Valley,High Harm,00 - 24,122
2020,December,Moonee Valley,High Harm,25 - 44,183
2020,December,Moonee Valley,High Harm,45+,94
2020,December,Moonee Valley,Low Harm,00 - 24,238
2020,December,Moonee Valley,Low Harm,25 - 44,"1,138"
2020,December,Moonee Valley,Low Harm,45+,958
2020,December,Moonee Valley,Medium Harm,00 - 24,151
2020,December,Moonee Valley,Medium Harm,25 - 44,319
2020,December,Moonee Valley,Medium Harm,45+,253
2020,December,Moorabool,High Harm,00 - 24,36
2020,December,Moorabool,High Harm,25 - 44,51
2020,December,Moorabool,High Harm,45+,37
2020,December,Moorabool,Low Harm,00 - 24,50
2020,December,Moorabool,Low Harm,25 - 44,206
2020,December,Moorabool,Low Harm,45+,279
2020,December,Moorabool,Medium Harm,00 - 24,41
2020,December,Moorabool,Medium Harm,25 - 44,81
2020,December,Moorabool,Medium Harm,45+,86
2020,December,Mornington Peninsula,High Harm,00 - 24,186
2020,December,Mornington Peninsula,High Harm,25 - 44,234
2020,December,Mornington Peninsula,High Harm,45+,191
2020,December,Mornington Peninsula,Low Harm,00 - 24,232
2020,December,Mornington Peninsula,Low Harm,25 - 44,824
2020,December,Mornington Peninsula,Low Harm,45+,"1,375"
2020,December,Mornington Peninsula,Medium Harm,00 - 24,206
2020,December,Mornington Peninsula,Medium Harm,25 - 44,322
2020,December,Mornington Peninsula,Medium Harm,45+,340
2020,December,Mount Alexander,High Harm,00 - 24,19
2020,December,Mount Alexander,High Harm,25 - 44,21
2020,December,Mount Alexander,High Harm,45+,20
2020,December,Mount Alexander,Low Harm,00 - 24,17
2020,December,Mount Alexander,Low Harm,25 - 44,51
2020,December,Mount Alexander,Low Harm,45+,117
2020,December,Mount Alexander,Medium Harm,00 - 24,17
2020,December,Mount Alexander,Medium Harm,25 - 44,35
2020,December,Mount Alexander,Medium Harm,45+,38
2020,December,Moyne,High Harm,00 - 24,15
2020,December,Moyne,High Harm,25 - 44,17
2020,December,Moyne,High Harm,45+,16
2020,December,Moyne,Low Harm,00 - 24,17
2020,December,Moyne,Low Harm,25 - 44,47
2020,December,Moyne,Low Harm,45+,89
2020,December,Moyne,Medium Harm,00 - 24,21
2020,December,Moyne,Medium Harm,25 - 44,26
2020,December,Moyne,Medium Harm,45+,17
2020,December,Murrindindi,High Harm,00 - 24,15
2020,December,Murrindindi,High Harm,25 - 44,24
2020,December,Murrindindi,High Harm,45+,18
2020,December,Murrindindi,Low Harm,00 - 24,10
2020,December,Murrindindi,Low Harm,25 - 44,39
2020,December,Murrindindi,Low Harm,45+,119
2020,December,Murrindindi,Medium Harm,00 - 24,20
2020,December,Murrindindi,Medium Harm,25 - 44,35
2020,December,Murrindindi,Medium Harm,45+,43
2020,December,Nillumbik,High Harm,00 - 24,49
2020,December,Nillumbik,High Harm,25 - 44,53
2020,December,Nillumbik,High Harm,45+,37
2020,December,Nillumbik,Low Harm,00 - 24,69
2020,December,Nillumbik,Low Harm,25 - 44,196
2020,December,Nillumbik,Low Harm,45+,235
2020,December,Nillumbik,Medium Harm,00 - 24,42
2020,December,Nillumbik,Medium Harm,25 - 44,75
2020,December,Nillumbik,Medium Harm,45+,78
2020,December,Northern Grampians,High Harm,00 - 24,21
2020,December,Northern Grampians,High Harm,25 - 44,35
2020,December,Northern Grampians,High Harm,45+,35
2020,December,Northern Grampians,Low Harm,00 - 24,21
2020,December,Northern Grampians,Low Harm,25 - 44,67
2020,December,Northern Grampians,Low Harm,45+,89
2020,December,Northern Grampians,Medium Harm,00 - 24,37
2020,December,Northern Grampians,Medium Harm,25 - 44,41
2020,December,Northern Grampians,Medium Harm,45+,37
2020,December,Port Phillip,High Harm,00 - 24,146
2020,December,Port Phillip,High Harm,25 - 44,465
2020,December,Port Phillip,High Harm,45+,196
2020,December,Port Phillip,Low Harm,00 - 24,354
2020,December,Port Phillip,Low Harm,25 - 44,"2,151"
2020,December,Port Phillip,Low Harm,45+,"1,417"
2020,December,Port Phillip,Medium Harm,00 - 24,180
2020,December,Port Phillip,Medium Harm,25 - 44,551
2020,December,Port Phillip,Medium Harm,45+,363
2020,December,Pyrenees,High Harm,00 - 24,17
2020,December,Pyrenees,High Harm,25 - 44,7
2020,December,Pyrenees,High Harm,45+,13
2020,December,Pyrenees,Low Harm,00 - 24,8
2020,December,Pyrenees,Low Harm,25 - 44,35
2020,December,Pyrenees,Low Harm,45+,94
2020,December,Pyrenees,Medium Harm,00 - 24,13
2020,December,Pyrenees,Medium Harm,25 - 44,17
2020,December,Pyrenees,Medium Harm,45+,28
2020,December,Queenscliffe,High Harm,00 - 24,
2020,December,Queenscliffe,High Harm,25 - 44,
2020,December,Queenscliffe,High Harm,45+,
2020,December,Queenscliffe,Low Harm,00 - 24,2
2020,December,Queenscliffe,Low Harm,25 - 44,13
2020,December,Queenscliffe,Low Harm,45+,34
2020,December,Queenscliffe,Medium Harm,00 - 24,
2020,December,Queenscliffe,Medium Harm,25 - 44,
2020,December,Queenscliffe,Medium Harm,45+,
2020,December,South Gippsland,High Harm,00 - 24,56
2020,December,South Gippsland,High Harm,25 - 44,50
2020,December,South Gippsland,High Harm,45+,26
2020,December,South Gippsland,Low Harm,00 - 24,24
2020,December,South Gippsland,Low Harm,25 - 44,91
2020,December,South Gippsland,Low Harm,45+,189
2020,December,South Gippsland,Medium Harm,00 - 24,45
2020,December,South Gippsland,Medium Harm,25 - 44,77
2020,December,South Gippsland,Medium Harm,45+,76
2020,December,Southern Grampians,High Harm,00 - 24,33
2020,December,Southern Grampians,High Harm,25 - 44,34
2020,December,Southern Grampians,High Harm,45+,26
2020,December,Southern Grampians,Low Harm,00 - 24,23
2020,December,Southern Grampians,Low Harm,25 - 44,74
2020,December,Southern Grampians,Low Harm,45+,105
2020,December,Southern Grampians,Medium Harm,00 - 24,28
2020,December,Southern Grampians,Medium Harm,25 - 44,39
2020,December,Southern Grampians,Medium Harm,45+,36
2020,December,Stonnington,High Harm,00 - 24,150
2020,December,Stonnington,High Harm,25 - 44,275
2020,December,Stonnington,High Harm,45+,121
2020,December,Stonnington,Low Harm,00 - 24,447
2020,December,Stonnington,Low Harm,25 - 44,"1,718"
2020,December,Stonnington,Low Harm,45+,"1,335"
2020,December,Stonnington,Medium Harm,00 - 24,150
2020,December,Stonnington,Medium Harm,25 - 44,377
2020,December,Stonnington,Medium Harm,45+,275
2020,December,Strathbogie,High Harm,00 - 24,12
2020,December,Strathbogie,High Harm,25 - 44,17
2020,December,Strathbogie,High Harm,45+,14
2020,December,Strathbogie,Low Harm,00 - 24,12
2020,December,Strathbogie,Low Harm,25 - 44,48
2020,December,Strathbogie,Low Harm,45+,95
2020,December,Strathbogie,Medium Harm,00 - 24,18
2020,December,Strathbogie,Medium Harm,25 - 44,18
2020,December,Strathbogie,Medium Harm,45+,35
2020,December,Surf Coast,High Harm,00 - 24,27
2020,December,Surf Coast,High Harm,25 - 44,32
2020,December,Surf Coast,High Harm,45+,41
2020,December,Surf Coast,Low Harm,00 - 24,42
2020,December,Surf Coast,Low Harm,25 - 44,178
2020,December,Surf Coast,Low Harm,45+,243
2020,December,Surf Coast,Medium Harm,00 - 24,17
2020,December,Surf Coast,Medium Harm,25 - 44,56
2020,December,Surf Coast,Medium Harm,45+,50
2020,December,Swan Hill,High Harm,00 - 24,62
2020,December,Swan Hill,High Harm,25 - 44,68
2020,December,Swan Hill,High Harm,45+,38
2020,December,Swan Hill,Low Harm,00 - 24,36
2020,December,Swan Hill,Low Harm,25 - 44,159
2020,December,Swan Hill,Low Harm,45+,183
2020,December,Swan Hill,Medium Harm,00 - 24,79
2020,December,Swan Hill,Medium Harm,25 - 44,103
2020,December,Swan Hill,Medium Harm,45+,62
2020,December,Towong,High Harm,00 - 24,10
2020,December,Towong,High Harm,25 - 44,8
2020,December,Towong,High Harm,45+,7
2020,December,Towong,Low Harm,00 - 24,2
2020,December,Towong,Low Harm,25 - 44,17
2020,December,Towong,Low Harm,45+,39
2020,December,Towong,Medium Harm,00 - 24,7
2020,December,Towong,Medium Harm,25 - 44,10
2020,December,Towong,Medium Harm,45+,6
2020,December,Wangaratta,High Harm,00 - 24,55
2020,December,Wangaratta,High Harm,25 - 44,47
2020,December,Wangaratta,High Harm,45+,42
2020,December,Wangaratta,Low Harm,00 - 24,58
2020,December,Wangaratta,Low Harm,25 - 44,116
2020,December,Wangaratta,Low Harm,45+,185
2020,December,Wangaratta,Medium Harm,00 - 24,82
2020,December,Wangaratta,Medium Harm,25 - 44,79
2020,December,Wangaratta,Medium Harm,45+,54
2020,December,Warrnambool,High Harm,00 - 24,69
2020,December,Warrnambool,High Harm,25 - 44,91
2020,December,Warrnambool,High Harm,45+,54
2020,December,Warrnambool,Low Harm,00 - 24,94
2020,December,Warrnambool,Low Harm,25 - 44,201
2020,December,Warrnambool,Low Harm,45+,280
2020,December,Warrnambool,Medium Harm,00 - 24,80
2020,December,Warrnambool,Medium Harm,25 - 44,108
2020,December,Warrnambool,Medium Harm,45+,89
2020,December,Wellington,High Harm,00 - 24,108
2020,December,Wellington,High Harm,25 - 44,141
2020,December,Wellington,High Harm,45+,81
2020,December,Wellington,Low Harm,00 - 24,95
2020,December,Wellington,Low Harm,25 - 44,328
2020,December,Wellington,Low Harm,45+,447
2020,December,Wellington,Medium Harm,00 - 24,125
2020,December,Wellington,Medium Harm,25 - 44,224
2020,December,Wellington,Medium Harm,45+,176
2020,December,West Wimmera,High Harm,00 - 24,9
2020,December,West Wimmera,High Harm,25 - 44,5
2020,December,West Wimmera,High Harm,45+,4
2020,December,West Wimmera,Low Harm,00 - 24,2
2020,December,West Wimmera,Low Harm,25 - 44,10
2020,December,West Wimmera,Low Harm,45+,29
2020,December,West Wimmera,Medium Harm,00 - 24,6
2020,December,West Wimmera,Medium Harm,25 - 44,4
2020,December,West Wimmera,Medium Harm,45+,2
2020,December,Whitehorse,High Harm,00 - 24,150
2020,December,Whitehorse,High Harm,25 - 44,224
2020,December,Whitehorse,High Harm,45+,116
2020,December,Whitehorse,Low Harm,00 - 24,372
2020,December,Whitehorse,Low Harm,25 - 44,"1,289"
2020,December,Whitehorse,Low Harm,45+,"1,162"
2020,December,Whitehorse,Medium Harm,00 - 24,201
2020,December,Whitehorse,Medium Harm,25 - 44,366
2020,December,Whitehorse,Medium Harm,45+,263
2020,December,Whittlesea,High Harm,00 - 24,270
2020,December,Whittlesea,High Harm,25 - 44,405
2020,December,Whittlesea,High Harm,45+,156
2020,December,Whittlesea,Low Harm,00 - 24,482
2020,December,Whittlesea,Low Harm,25 - 44,"1,729"
2020,December,Whittlesea,Low Harm,45+,"1,182"
2020,December,Whittlesea,Medium Harm,00 - 24,362
2020,December,Whittlesea,Medium Harm,25 - 44,825
2020,December,Whittlesea,Medium Harm,45+,524
2020,December,Wodonga,High Harm,00 - 24,120
2020,December,Wodonga,High Harm,25 - 44,105
2020,December,Wodonga,High Harm,45+,54
2020,December,Wodonga,Low Harm,00 - 24,114
2020,December,Wodonga,Low Harm,25 - 44,281
2020,December,Wodonga,Low Harm,45+,245
2020,December,Wodonga,Medium Harm,00 - 24,84
2020,December,Wodonga,Medium Harm,25 - 44,96
2020,December,Wodonga,Medium Harm,45+,82
2020,December,Wyndham,High Harm,00 - 24,446
2020,December,Wyndham,High Harm,25 - 44,576
2020,December,Wyndham,High Harm,45+,184
2020,December,Wyndham,Low Harm,00 - 24,571
2020,December,Wyndham,Low Harm,25 - 44,"2,093"
2020,December,Wyndham,Low Harm,45+,"1,024"
2020,December,Wyndham,Medium Harm,00 - 24,418
2020,December,Wyndham,Medium Harm,25 - 44,865
2020,December,Wyndham,Medium Harm,45+,374
2020,December,Yarra,High Harm,00 - 24,172
2020,December,Yarra,High Harm,25 - 44,426
2020,December,Yarra,High Harm,45+,184
2020,December,Yarra,Low Harm,00 - 24,415
2020,December,Yarra,Low Harm,25 - 44,"2,288"
2020,December,Yarra,Low Harm,45+,"1,341"
2020,December,Yarra,Medium Harm,00 - 24,176
2020,December,Yarra,Medium Harm,25 - 44,549
2020,December,Yarra,Medium Harm,45+,323
2020,December,Yarra Ranges,High Harm,00 - 24,191
2020,December,Yarra Ranges,High Harm,25 - 44,172
2020,December,Yarra Ranges,High Harm,45+,103
2020,December,Yarra Ranges,Low Harm,00 - 24,191
2020,December,Yarra Ranges,Low Harm,25 - 44,685
2020,December,Yarra Ranges,Low Harm,45+,818
2020,December,Yarra Ranges,Medium Harm,00 - 24,231
2020,December,Yarra Ranges,Medium Harm,25 - 44,299
2020,December,Yarra Ranges,Medium Harm,45+,265
2020,December,Yarriambiack,High Harm,00 - 24,20
2020,December,Yarriambiack,High Harm,25 - 44,7
2020,December,Yarriambiack,High Harm,45+,14
2020,December,Yarriambiack,Low Harm,00 - 24,8
2020,December,Yarriambiack,Low Harm,25 - 44,33
2020,December,Yarriambiack,Low Harm,45+,82
2020,December,Yarriambiack,Medium Harm,00 - 24,13
2020,December,Yarriambiack,Medium Harm,25 - 44,13
2020,December,Yarriambiack,Medium Harm,45+,28
2019,December,Alpine,High Harm,00 - 24,15
2019,December,Alpine,High Harm,25 - 44,15
2019,December,Alpine,High Harm,45+,16
2019,December,Alpine,Low Harm,00 - 24,10
2019,December,Alpine,Low Harm,25 - 44,42
2019,December,Alpine,Low Harm,45+,64
2019,December,Alpine,Medium Harm,00 - 24,7
2019,December,Alpine,Medium Harm,25 - 44,30
2019,December,Alpine,Medium Harm,45+,25
2019,December,Ararat,High Harm,00 - 24,40
2019,December,Ararat,High Harm,25 - 44,35
2019,December,Ararat,High Harm,45+,36
2019,December,Ararat,Low Harm,00 - 24,32
2019,December,Ararat,Low Harm,25 - 44,70
2019,December,Ararat,Low Harm,45+,118
2019,December,Ararat,Medium Harm,00 - 24,32
2019,December,Ararat,Medium Harm,25 - 44,26
2019,December,Ararat,Medium Harm,45+,37
2019,December,Ballarat,High Harm,00 - 24,274
2019,December,Ballarat,High Harm,25 - 44,285
2019,December,Ballarat,High Harm,45+,230
2019,December,Ballarat,Low Harm,00 - 24,538
2019,December,Ballarat,Low Harm,25 - 44,"1,283"
2019,December,Ballarat,Low Harm,45+,"1,435"
2019,December,Ballarat,Medium Harm,00 - 24,282
2019,December,Ballarat,Medium Harm,25 - 44,509
2019,December,Ballarat,Medium Harm,45+,455
2019,December,Banyule,High Harm,00 - 24,127
2019,December,Banyule,High Harm,25 - 44,209
2019,December,Banyule,High Harm,45+,129
2019,December,Banyule,Low Harm,00 - 24,335
2019,December,Banyule,Low Harm,25 - 44,"1,079"
2019,December,Banyule,Low Harm,45+,"1,025"
2019,December,Banyule,Medium Harm,00 - 24,160
2019,December,Banyule,Medium Harm,25 - 44,359
2019,December,Banyule,Medium Harm,45+,277
2019,December,Bass Coast,High Harm,00 - 24,69
2019,December,Bass Coast,High Harm,25 - 44,71
2019,December,Bass Coast,High Harm,45+,36
2019,December,Bass Coast,Low Harm,00 - 24,73
2019,December,Bass Coast,Low Harm,25 - 44,195
2019,December,Bass Coast,Low Harm,45+,389
2019,December,Bass Coast,Medium Harm,00 - 24,64
2019,December,Bass Coast,Medium Harm,25 - 44,89
2019,December,Bass Coast,Medium Harm,45+,73
2019,December,Baw Baw,High Harm,00 - 24,120
2019,December,Baw Baw,High Harm,25 - 44,118
2019,December,Baw Baw,High Harm,45+,59
2019,December,Baw Baw,Low Harm,00 - 24,161
2019,December,Baw Baw,Low Harm,25 - 44,453
2019,December,Baw Baw,Low Harm,45+,578
2019,December,Baw Baw,Medium Harm,00 - 24,99
2019,December,Baw Baw,Medium Harm,25 - 44,151
2019,December,Baw Baw,Medium Harm,45+,147
2019,December,Bayside,High Harm,00 - 24,71
2019,December,Bayside,High Harm,25 - 44,97
2019,December,Bayside,High Harm,45+,112
2019,December,Bayside,Low Harm,00 - 24,209
2019,December,Bayside,Low Harm,25 - 44,736
2019,December,Bayside,Low Harm,45+,"1,170"
2019,December,Bayside,Medium Harm,00 - 24,101
2019,December,Bayside,Medium Harm,25 - 44,149
2019,December,Bayside,Medium Harm,45+,159
2019,December,Benalla,High Harm,00 - 24,38
2019,December,Benalla,High Harm,25 - 44,30
2019,December,Benalla,High Harm,45+,21
2019,December,Benalla,Low Harm,00 - 24,37
2019,December,Benalla,Low Harm,25 - 44,73
2019,December,Benalla,Low Harm,45+,113
2019,December,Benalla,Medium Harm,00 - 24,35
2019,December,Benalla,Medium Harm,25 - 44,51
2019,December,Benalla,Medium Harm,45+,51
2019,December,Boroondara,High Harm,00 - 24,100
2019,December,Boroondara,High Harm,25 - 44,151
2019,December,Boroondara,High Harm,45+,184
2019,December,Boroondara,Low Harm,00 - 24,390
2019,December,Boroondara,Low Harm,25 - 44,"1,277"
2019,December,Boroondara,Low Harm,45+,"1,514"
2019,December,Boroondara,Medium Harm,00 - 24,132
2019,December,Boroondara,Medium Harm,25 - 44,218
2019,December,Boroondara,Medium Harm,45+,234
2019,December,Brimbank,High Harm,00 - 24,492
2019,December,Brimbank,High Harm,25 - 44,651
2019,December,Brimbank,High Harm,45+,285
2019,December,Brimbank,Low Harm,00 - 24,652
2019,December,Brimbank,Low Harm,25 - 44,"2,264"
2019,December,Brimbank,Low Harm,45+,"1,725"
2019,December,Brimbank,Medium Harm,00 - 24,425
2019,December,Brimbank,Medium Harm,25 - 44,902
2019,December,Brimbank,Medium Harm,45+,570
2019,December,Buloke,High Harm,00 - 24,11
2019,December,Buloke,High Harm,25 - 44,4
2019,December,Buloke,High Harm,45+,6
2019,December,Buloke,Low Harm,00 - 24,5
2019,December,Buloke,Low Harm,25 - 44,19
2019,December,Buloke,Low Harm,45+,75
2019,December,Buloke,Medium Harm,00 - 24,7
2019,December,Buloke,Medium Harm,25 - 44,5
2019,December,Buloke,Medium Harm,45+,5
2019,December,Campaspe,High Harm,00 - 24,100
2019,December,Campaspe,High Harm,25 - 44,85
2019,December,Campaspe,High Harm,45+,51
2019,December,Campaspe,Low Harm,00 - 24,89
2019,December,Campaspe,Low Harm,25 - 44,280
2019,December,Campaspe,Low Harm,45+,506
2019,December,Campaspe,Medium Harm,00 - 24,86
2019,December,Campaspe,Medium Harm,25 - 44,123
2019,December,Campaspe,Medium Harm,45+,110
2019,December,Cardinia,High Harm,00 - 24,169
2019,December,Cardinia,High Harm,25 - 44,171
2019,December,Cardinia,High Harm,45+,101
2019,December,Cardinia,Low Harm,00 - 24,256
2019,December,Cardinia,Low Harm,25 - 44,742
2019,December,Cardinia,Low Harm,45+,581
2019,December,Cardinia,Medium Harm,00 - 24,167
2019,December,Cardinia,Medium Harm,25 - 44,333
2019,December,Cardinia,Medium Harm,45+,181
2019,December,Casey,High Harm,00 - 24,557
2019,December,Casey,High Harm,25 - 44,555
2019,December,Casey,High Harm,45+,277
2019,December,Casey,Low Harm,00 - 24,910
2019,December,Casey,Low Harm,25 - 44,"2,916"
2019,December,Casey,Low Harm,45+,"2,034"
2019,December,Casey,Medium Harm,00 - 24,652
2019,December,Casey,Medium Harm,25 - 44,"1,317"
2019,December,Casey,Medium Harm,45+,698
2019,December,Central Goldfields,High Harm,00 - 24,39
2019,December,Central Goldfields,High Harm,25 - 44,44
2019,December,Central Goldfields,High Harm,45+,30
2019,December,Central Goldfields,Low Harm,00 - 24,26
2019,December,Central Goldfields,Low Harm,25 - 44,63
2019,December,Central Goldfields,Low Harm,45+,140
2019,December,Central Goldfields,Medium Harm,00 - 24,40
2019,December,Central Goldfields,Medium Harm,25 - 44,42
2019,December,Central Goldfields,Medium Harm,45+,47
2019,December,Colac-Otway,High Harm,00 - 24,44
2019,December,Colac-Otway,High Harm,25 - 44,38
